Date,Station,Stations Group,Vol,Taxa,Genus,Species,Tax auth,Area,Notes,depth (fathoms)
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Actiniaria,Halcampa,clavus,Quoy and Giamard,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Actiniaria,Halcampa,kerguelensis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Leptoptychaster,kerguelensis,Smith,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Bathybiaster,loripes,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Gnathaster,meridionalis,Smith,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Gnathaster,elongatus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Porania,glaber,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Pteraster,affinis,Smith,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Retaster,peregrinator,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Cribrella,simplex,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Perknaster,fuscus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Perknaster,densus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Echinaster,spinulifer,Smith,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Pedicellaster,scaber,Smith,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Asterias ,meridionalis,Perrier,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Asterias,perrieri,Smith,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Asteroidea,Labidiaster,annulatis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Anonyx,cicadoides,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Tryphosa,barbatipes,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Hippomedon,kergueleni,Miers,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Hippomedon,trigonicus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Cheirimedon,crenatipalmatus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Sophrosyne,murrayi,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Orchomene,cavimanus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Lepidepecreum,foraminiferum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Socarnoides,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Ambasia,integricauda,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Acontiostoma,pepinii,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Acontiostoma,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Metopa,nasutigenes,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Cardenio,paurodactylus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Phoxocephalus,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Harpinia,obtusifrons,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Urothoe,lachneessa,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Halimedon,schneideri,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Ediceroides,rostrata,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Iphimedia,pacifica,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Atyloides,australis,Miers,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Harpinioides,drepanocheir,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Tritaeta,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Rhachotropis,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Eusirus,longipes,Boeck,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Liljeborgia,consanguinea,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Photis,macrocarpus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Aora,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Aora,trichobostrychus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Autonoe,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Gammaropsis,exsertipes,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Amphithoe,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Podocerus,falcatus,Montagu,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Cerapus,sismithi,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Haplocheira,plumosa,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Platophium,danae,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Neohela,serrata,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Kerguelenia,compacta,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Dodecas,elongata,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Protellopsis,kergueleni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Euthemisto,thomsoni,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Cellularia,quadrata,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Cellularia,elongata,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Menipea,benemunita,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Menipea,flagellifera,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Caberea,darwinii,Busk,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Bugula,longissima,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Flustra,crassa,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Carbasea,ovoidea,Busk,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Diachoris,inermis,Busk,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Membranipora,galeata,Busk,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Amphiblestrum,cristatum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Salicornaria,clavata,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Salicornaria,variabilis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Salicornaria,malvinensis,Busk,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Onchopora,sinclairii,Busk,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Chorizopora,hyalina,d'Orbigny,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Smittia,marionensis,Busk,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Cellepora,eatonensis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Crisia,eburnea,Linne,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Polyzoa,Idmonea,atlantica,Forbes,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Eugyra,kerguelensis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Styela,lactea,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Ascidia,challengeri,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Ascidia,casculosa,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Ascidia,translucida,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Ascidia,despecta,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Colella,pedunculata,Quoy and Giamard,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Colella,quoyi,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Colella,concreta,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,"",pyriformis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Tylobrachion,speciosum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Morchellioides,affinis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Polyclinum,pyriformis,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Polyclinum,minutum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Aplidium,fuscum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Aplidium,leucophaeum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Aplidium,fumigatum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Amaroucium,variabile,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Amaroucium,tenerum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Amaroucium,globosum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Amaroucium,complanatum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Amaroucium,nigrum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Psammaplidium,retiforme,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Leptoclinum,subflavum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Leptoclinum,rubicundum,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Tunicata,Chorizocormus,reticulatus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Raja,eatoni,Gunther,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Raja,murrayi,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Zanclorhynchus,spinifer,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Chaenichthys,rhinoceratus,Richards,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Notothenia,cyaneobrancha,Richards,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Notothenia,mizops,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Notothenia,squamifrons,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Notothenia,acuta,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Pelagic fishes,Muraenolepis,marmoratus,,,,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Halimedon,schneideri,,,Surface,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Zaramilla,kergueleni,,,Surface,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Atyloides,australis,Miers,,Surface,
9-29/1/1874,149-149k,"149,149A,149B,149C,149D,149E,149F,149G,149H,149J,149K",summary,Amphipoda,Euthemisto,gaudichaudii,Guerin,,Surface,
2/2/1874,150,150,summary,Tetractinellida,Tetilla,coronida,,,,
2/2/1874,150,150,summary,Tetractinellida,Tetilla,grandis,,,,
2/2/1874,150,150,summary,Tetractinellida,Paecillastra,schulzii,,,,
2/2/1874,150,150,summary,Alcyonaria,Thouarella,variabilis,,,,
2/2/1874,150,150,summary,Actiniaria,Scytophotus,striatus,,,,
2/2/1874,150,150,summary,Crinoidea,Antedon,australis,,,,
2/2/1874,150,150,summary,Asteroidea,Gnathaster,meridionalis,Smith,,,
2/2/1874,150,150,summary,Asteroidea,Gnathaster,elongatus,,,,
2/2/1874,150,150,summary,Asteroidea,Porania,spiculata,,,,
2/2/1874,150,150,summary,Asteroidea,Solaster ,subarcuatus,,,,
2/2/1874,150,150,summary,Asteroidea,Pteraster,rugatius,,,,
2/2/1874,150,150,summary,Asteroidea,Asterias (smilasterias),triremis,,,,
2/2/1874,150,150,summary,Asteroidea,Labidiaster,annulatis,,,,
2/2/1874,150,150,summary,Amphipoda,Tryphosa,antennipotens,,,,
2/2/1874,150,150,summary,Amphipoda,Ediceroides,rostrata,,,,
2/2/1874,150,150,summary,Amphipoda,Acanthechinus,tricarinatus,,,,
2/2/1874,150,150,summary,Amphipoda,Iphimedia,pacifica,,,,
2/2/1874,150,150,summary,Amphipoda,Eusirus,longipes,Boeck,,,
2/2/1874,150,150,summary,Polyzoa,Bicellaria,pectogemma,Goldstein,,,
2/2/1874,150,150,summary,Polyzoa,Membranipora,galeata,Busk,,,
2/2/1874,150,150,summary,Polyzoa,Onchopora,sinclairii,Busk,,,
2/2/1874,150,150,summary,Polyzoa,Cellepora,bicornis,,,,
2/2/1874,150,150,summary,Tunicata,Ascopera,gigantea,,,,
2/2/1874,150,150,summary,Tunicata,Ascopera,pedunculata,,,,
2/2/1874,150,150,summary,Tunicata,Molgula,pedunculata,,,,
2/2/1874,150,150,summary,Tunicata,Styela,grandis,,,,
2/2/1874,150,150,summary,Tunicata,Styela,convexa,,,,
2/2/1874,150,150,summary,Tunicata,Polycarpa,minuta,,,,
2/2/1874,150,150,summary,Tunicata,Ascidia,placenta,,,,
2/2/1874,150,150,summary,Amphipoda,Vibilia,antarctica,,,Surface,
2/2/1874,150,150,summary,Amphipoda,Euthemisto,thomsonii,Stebbing,,Surface,
2/2/1874,150,150,summary,Tunicata,Salpa,cylindrica,Cuvier,,Surface,
7/2/1874,151,151,summary,Alcyonaria,Alcyonium,antarcticum,,,,
7/2/1874,151,151,summary,Crinoidea,Antedon,antarctica,,,,
7/2/1874,151,151,summary,Crinoidea,Promachocrinus,kerguelensis,,,,
7/2/1874,151,151,summary,Asteroidea,Bathybiaster,loripes,,,,
7/2/1874,151,151,summary,Asteroidea,Gnathaster,meridionalis,Smith,,,
7/2/1874,151,151,summary,Asteroidea,Gnathaster,elongatus,,,,
7/2/1874,151,151,summary,Asteroidea,Porania,spiculata,,,,
7/2/1874,151,151,summary,Asteroidea,Perknaster,fuscus,,,,
7/2/1874,151,151,summary,Asteroidea,Asterias (smilasterias),scalprifera,,,,
7/2/1874,151,151,summary,Asteroidea,Labidiaster,annulatus,,,,
7/2/1874,151,151,summary,Amphipoda,Iphimedia,pulchrudentata,,,,
7/2/1874,151,151,summary,Amphipoda,Eusiroides,pompeii,,,,
7/2/1874,151,151,summary,Amphipoda,Liljeborgia,consanguinea,,,,
7/2/1874,151,151,summary,Polyzoa,Hippothoa,flagellum,Manzoni,,,
7/2/1874,151,151,summary,Polyzoa,Catenaria,attenuata,,,,
7/2/1874,151,151,summary,Polyzoa,Cellularia,quadrata,,,,
7/2/1874,151,151,summary,Polyzoa,Nellia,oculata,Busk,,,
7/2/1874,151,151,summary,Polyzoa,Bicellaria,pectogemma,Goldstein,,,
7/2/1874,151,151,summary,Polyzoa,Bugula,longissima,,,,
7/2/1874,151,151,summary,Polyzoa,Diachoris,magellanica,Busk,,,
7/2/1874,151,151,summary,Polyzoa,Membranipora,crassimarginata,Hincks,,,
7/2/1874,151,151,summary,Polyzoa,Vincularia,gothica,d'Orbigny,,,
7/2/1874,151,151,summary,Polyzoa,Salicornaria,clavata,,,,
7/2/1874,151,151,summary,Polyzoa,Onchopora,sinclairii,Busk,,,
7/2/1874,151,151,summary,Polyzoa,Reteporella,flabellata,,,,
7/2/1874,151,151,summary,Polyzoa,Cribrilina,philomela,,,,
7/2/1874,151,151,summary,Polyzoa,Escharoides,verruculata,Smitt,,,
7/2/1874,151,151,summary,Polyzoa,Schizoporella,triangula,Hincks,,,
7/2/1874,151,151,summary,Polyzoa,Myriozoum,marionense,,,,
7/2/1874,151,151,summary,Polyzoa,Cellepora,albirostrus,Smitt,,,
7/2/1874,151,151,summary,Polyzoa,Cellepora,bicornis,,,,
7/2/1874,151,151,summary,Polyzoa,Idmonea,marionensis,Busk,,,
7/2/1874,151,151,summary,Polyzoa,Idmonea,milneana,d'Orbigny,,,
7/2/1874,151,151,summary,Polyzoa,Hornera,violacea,Sars,,,
7/2/1874,151,151,summary,Polyzoa,Pustulopora,proboscidea,M. Edwards,,,
7/2/1874,151,151,summary,Polyzoa,Pustulopora,deflexa,Smitt,,,
7/2/1874,151,151,summary,Polyzoa,Supercytis,tubigera,,,,
7/2/1874,151,151,summary,Tunicata,Colella,pedunculata,Quoy and Giamard,,,
7/2/1874,151,151,summary,Tunicata,Salpa,cylindrica,Cuvier,,Surface,
7/2/1874,151,151,summary,Tunicata,Salpa,runcinata-fusiformis,Chamisso-Cuvier,,Surface,
11/2/1874,152,152,summary,Pelagic fishes,Bathydraco,antarcicus,,,,
11/2/1874,152,152,summary,Tunicata,Salpa,runcinata-fusiformis,Chamisso-Cuvier,,Surface,
14/2/1874,153,153,summary,Alcyonaria,Callozostron,mirabilis,,,,
14/2/1874,153,153,summary,Actiniaria,Undetermined,,,,,
14/2/1874,153,153,summary,Asteroidea,Pararchaster,antarcticus,,,,
14/2/1874,153,153,summary,Polyzoa,Farciminaria,magna,,,,
14/2/1874,153,153,summary,Tunicata,Appendicularia,sp. ,,,Surface,
19/2/1874,154,154,summary,Amphipoda,Hyperiella,dilatata,,,,
19/2/1874,154,154,summary,Amphipoda,Primnoisis,antarctica,,,,
26/2/1874,156,156,summary,Asteroidea,Lonchotaster,forcipifer,,,,
26/2/1874,156,156,summary,Asteroidea,Chitonaster,cataphractus,,,,
26/2/1874,156,156,summary,Asteroidea,Freyella,fragilissima,,,,
26/2/1874,156,156,summary,Amphipoda,Valettia,coheres,,,,
26/2/1874,156,156,summary,Polyzoa,Bicellaria,infundibulata,,,,
26/2/1874,156,156,summary,Pelagic fishes,Melanonus,gracilis,,,,
26/2/1874,156,156,summary,Pelagic fishes,Gonostoma,microdon,,,,
26/2/1874,156,156,summary,Pelagic fishes,Scopelus,antarcticus,,,,
26/2/1874,156,156,summary,Fishes,Prymnothonus,sp. ,,,"Surface, young",
3/3/1874,157,157,summary,Actiniaria,Cereus,spinosus,,,,
3/3/1874,157,157,summary,Actiniaria,Corallimorphus,obectus,,,,
3/3/1874,157,157,summary,Corals,Bathyactis,symmetrica,Pourtales,,,
3/3/1874,157,157,summary,Corals,Leptopenus,discus,,,,
3/3/1874,157,157,summary,Asteroidea,Lonchotaster,forcipifer,,,,
3/3/1874,157,157,summary,Asteroidea,Hyphalaster,planus,,,,
3/3/1874,157,157,summary,Asteroidea,Hymenaster,latebrosus,,,,
3/3/1874,157,157,summary,Polyzoa,Bugula,bicornis,,,,
3/3/1874,157,157,summary,Polyzoa,Salicornaria,magnifica,,,,
3/3/1874,157,157,summary,Polyzoa,Onchopora,sinclairii,Busk,,,
3/3/1874,157,157,summary,Tunicata,Abyssascidia,vasculosa,,,,
3/3/1874,157,157,summary,Tunicata,Styela,sericata,,,,
3/3/1874,157,157,summary,Fishes,Macrurus,filicauda,,,,
3/3/1874,157,157,summary,Fishes,Macrurus,armatus,Hector,,,
3/3/1874,157,157,summary,Fishes,Scopelus,antarcticus,,,,
3/3/1874,157,157,summary,Fishes,Bathylagus,antarcticus,,,,
3/3/1874,157,157,summary,Acantharia,Pantopelta,icosaspis,Haeckel,,"in a separate summary, page 513",
7/3/1874,158,158,summary,Actiniaria,Tealidium,cingulatum,,,,
7/3/1874,158,158,summary,Crinoidea,Thaumatocrinus,renovatus,,,,
7/3/1874,158,158,summary,Crinoidea,Promachocrinus,abyssorum,,,,
7/3/1874,158,158,summary,Asteroidea,Hymenaster,nobilis,Wyville Thomson,,,
7/3/1874,158,158,summary,Asteroidea,Hymenaster,formosus,,,,
7/3/1874,158,158,summary,Asteroidea,Hymenaster,sacculatus,,,,
7/3/1874,158,158,summary,Asteroidea,Hymenaster,caelatus,,,,
7/3/1874,158,158,summary,Asteroidea,Hymenaster,crucifer,,,,
7/3/1874,158,158,summary,Amphipoda,Lanceola,australis,,,,
7/3/1874,158,158,summary,Amphipoda,Phronima,novae-zealandiae,Powell,,,
7/3/1874,158,158,summary,Anomura,Munidopsis,antonii,"M. Edwards, MS",,,
7/3/1874,158,158,summary,Pelagic fishes,Macrurus,filicauda,,,,
7/3/1874,158,158,summary,Pelagic fishes,Macrurus,armatus,Hector,,,
7/3/1874,158,158,summary,Pelagic fishes,Gonostoma,microdon,,,,
7/3/1874,158,158,summary,Pelagic fishes,Stomias,boa,Risso,,,
7/3/1874,158,158,summary,Amphipoda,Euthemisto,thomsoni,Stebbing,,surface,
10/3/1874,159,159,summary,Tunicata,Pyrosoma,giganteum,Lesueur,,,
10/3/1874,159,159,summary,Pelagic fishes,Sternoptyx,diaphana,Herm,,,
10/3/1874,159,159,summary,Pelagic fishes,Opostomias,micripnus,,,,
10/3/1874,159,159,summary,Amphipoda,Primno ,menevillei,,,surface,
10/3/1874,159,159,summary,Tunicata,Salpa,africana-maxima,Forskahl,,Surface,
13/3/1874,160,160,summary,Antipathatharia,Bathypathes,tenuis,,,,
13/3/1874,160,160,summary,Actiniaria,Porponia,elongata,,,,
13/3/1874,160,160,summary,Crinoidea,Antedon,abyssicola,,,,
13/3/1874,160,160,summary,Asteroidea,Brisinga,discincta,,,,
13/3/1874,160,160,summary,Polyzoa,Cellepora,solida,,,,
13/3/1874,160,160,summary,Tunicata,Styela,bythia,,,,
13/3/1874,160,160,summary,Tunicata,Styela,squamosa,,,,
13/3/1874,160,160,summary,Tunicata,Abyssascidia,wyvillii,,,,
13/3/1874,160,160,summary,Tunicata,Purosoma,sp. (giganteum),,,,
13/3/1874,160,160,summary,Amphipoda,Parapronoe,clausi,,,surface,
1/4/1874,161,161,summary,Tetractinellida,Anthastra,parvispicula,,,,
