Date,Station,Stations Group,Vol,Taxa,Genus,Species,Tax auth,Area,Notes,depth (fathoms)
4-5/6/1875,,,summary,Fishes,Sciaena,sina,C.V. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Prionurus,scalprum,Langsd,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Trachurus,trachurus,Linne,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Caranx,muroadsi,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Zeus,japonicus,C.V.,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Cymbium,niphonium,C.V. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Brama,raii,Bl. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Psenes,anomalus,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Percis,sexfasciata,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Uranoscopus,asper,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Sillago,japonica,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Latilus,argentatus,C.V. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Lophius,setigerus,Wahl,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Platycephalus,insidiator,Forsk,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Platycephalus,punctatus,C.V. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Platycephalus,rudis,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Lepidotrigla,microptera,Gunther,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Gobius,yokohamae,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Gobius,hexanema,Bleeker,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Gobius,flavimanus,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Callionymus,lunatus,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Chirus,hexagrammus,Pall,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Agrammus,schlegeli,Gunther,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Centronotus,nebulosus,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Fistularia,serrata,Cuv. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Platyglossus,paecilopterus,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Platyglossus,pyrrhogramma,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Pseudorhombus,olivaceus,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Pseudorhombus,pentophthalmus,Gunther,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Pleuronectes,variegatus,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Pleuronectes,yokohamae,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Parophrys,cornuta,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Cynoglossus,interruptus,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Silurus,asotus,Linne,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Saurida,tumbil,Bl. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Salmo,macrostoma,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Aulopus,japonicus,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Plecoglossus,altivelis,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Salanx,microdon,Bleeker,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Hemirhamphus,sajori,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Cyprinus,auratus,Linne,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Leuciscus,hakuensis,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Achilognathus,melanogaster,Bleeker,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Misgurnus,anguillicaudatus,Cant,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Engraulis,japonica,Houttuyn,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Conger,marginatus,Val,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Congromuraena,anago,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Congromuraena,megastoma,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Muraenosox,cinereus,Forsk,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Tetrodon,oblongus,Bl. ,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Tetrodon,pardalis,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Tetrodon,rubripes,Schlegel,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Monocanthus,septentrionalis,Gunther,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Monocanthus,modestus,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Monocanthus,setifer,Benn,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Malacichthys,griseus,Doderlein,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Bathysebastes,albescens,Steindachner and Doderlein,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Gonostoma,microdon,,Japan,,Surface - Shallow
4-5/6/1875,,,summary,Fishes,Harpodon,microchir,,Japan,,Surface - Shallow
17/6/1875,237,237,summary,Alcyonaria,Strophogorgia,verrilli,,,,
17/6/1875,237,237,summary,Alcyonaria,Dasygorgia,japonica,,,,
17/6/1875,237,237,summary,Alcyonaria,Stenella,daederleini,,,,
17/6/1875,237,237,summary,Actiniaria,Cereus,spinosus ,,,,
17/6/1875,237,237,summary,Actiniaria,Paractis,tubulifera,,,,
17/6/1875,237,237,summary,Actiniaria,Porponia,robusta,,,,
17/6/1875,237,237,summary,Actiniaria,Liponema,multiporum,,,,
17/6/1875,237,237,summary,Asteroidea,Pararchaster,semisquamatus,,,,
17/6/1875,237,237,summary,Asteroidea,Porcellanaster,tuberosus,,,,
17/6/1875,237,237,summary,Asteroidea,Hyphalaster,inermis,,,,
17/6/1875,237,237,summary,Asteroidea,Psilaster,gracilis,,,,
17/6/1875,237,237,summary,Asteroidea,Brisinga,armillata,,,,
17/6/1875,237,237,summary,Asteroidea,Freyella,pennata,,,,
17/6/1875,237,237,summary,Anomura,Parapagurus,abyssorum,"M. Edwards, MS. ",,,
17/6/1875,237,237,summary,Anomura,Munidopsis,subsquamosa,,,,
17/6/1875,237,237,summary,Pelagic fishes,Neobythites,grandis,,,,
17/6/1875,237,237,summary,Pelagic fishes,Macrurus,asper,,,,
17/6/1875,237,237,summary,Pelagic fishes,Macrurus,altipinnus,,,,
17/6/1875,237,237,summary,Pelagic fishes,Macrurus,liocephalus,,,,
17/6/1875,237,237,summary,Pelagic fishes,Gonastoma,microdon,,,,
17/6/1875,237,237,summary,Pelagic fishes,Bathysaurus,rissoanus,,,,
17/6/1875,237,237,summary,Pelagic fishes,Synaphobranchus,bathybius,,,,
17/6/1875,237,237,summary,Tunicata,Clio (creseis),acicula,Rang,,,Surface
17/6/1875,237,237,summary,Fishes,Thyristes,prometheus,C.V. ,,,Surface
18/6/1875,238,238,summary,Tunicata,Doliolum,challengeri,,,,Surface
19/6/1875,239,239,summary,Tunicata,Doliolum,challengeri,,,,Surface
23/6/1875,241,241,summary,Deep-sea keratosa,Psammophyllum,flustraceum,,,,
23/6/1875,241,241,summary,Alcyonaria,Bathygorgia,profunda,,,,
23/6/1875,241,241,summary,Actiniaria,Amphianthus,bathybium,,,,
23/6/1875,241,241,summary,Actiniaria,Amphianthus,ornatum,,,,
23/6/1875,241,241,summary,Corals,Bathyactis,symmetrica,Pourtales,,,
23/6/1875,241,241,summary,Amphipoda,Paradryope,orguion,,,,
23/6/1875,241,241,summary,Amphipoda,Lanceola,pacifica,,,,
23/6/1875,241,241,summary,Polyzoa,Farciminaria,pacifica,,,,
23/6/1875,241,241,summary,Tunicata,Culeolus,murrayi,,,,
23/6/1875,241,241,summary,Tunicata,Culeolus,willemoesi,,,,
23/6/1875,241,241,summary,Tunicata,Bathyoncus,discoideus,,,,
23/6/1875,241,241,summary,Amphipoda,Paraphronima,cuivis,,,,Surface
24/6/1875,242,242,summary,Tunicata,Doliolum,challengeri,,,,
26/6/1875,243,243,summary,Amphipoda,Paraphronima,cuivis,,,,
26/6/1875,243,243,summary,Amphipoda,Platyscelus,ovoides,Risso,,,
28/6/1875,244,244,summary,Deep-sea keratosa,Psammophyllum,annectens,,,,
28/6/1875,244,244,summary,Antipatharia,Bathypathes,patula,,,,
28/6/1875,244,244,summary,Actiniaria,Antheomorphe,elegans,,,,
28/6/1875,244,244,summary,Actiniaria,Amphianthus,ornatum,,,,
28/6/1875,244,244,summary,Actiniaria,Sicyonis,elongata,,,,
28/6/1875,244,244,summary,Corals,Bathyactis,symmetrica,Pourtales,,,
28/6/1875,244,244,summary,Crinoidea,Antedon,abyssicola,,,,
28/6/1875,244,244,summary,Asteroidea,Hymenaster,infernalis,,,,
28/6/1875,244,244,summary,Asteroidea,Benthaster,wyville-thomsoni,,,,
28/6/1875,244,244,summary,Asteroidea,Freyella,heroina,,,,
30/6/1875,245,245,summary,Amphipoda,Paraphronima,cuivis,,,,Surface
30/6/1875,245,245,summary,Amphipoda,Phronima,atlantica,Guerin,,,Surface
2/7/1875,246,246,summary,Antipatharia,Bathypathes,patula,,,,
2/7/1875,246,246,summary,Antipatharia,Bathypathes,alternata,,,,
2/7/1875,246,246,summary,Antipatharia,Bathypathes,lyra,,,,
2/7/1875,246,246,summary,Asteroidea,Dytaster,spinosus,,,,
2/7/1875,246,246,summary,Tunicata,Styela,pusilla,,,,
2/7/1875,246,246,summary,Pelagic fishes,Macrurus,liocephalus,,,,
2/7/1875,246,246,summary,Pelagic fishes,Macrurus,armatus,Hector,,,
2/7/1875,246,246,summary,Pelagic fishes,Synaphobranchus,bathybius,,,,
2/7/1875,246,246,summary,Fishes,Prymnothonus,sp. ,,,,Surface
3/7/1875,247,247,summary,Amphipoda,Paraphronima,cuivis,,,,Surface
3/7/1875,247,247,summary,Amphipoda,Oxycephalus,longiceps,Claus,,,Surface
5/7/1875,248,248,summary,Tunicata,Hypobythius,calycodes,Moseley,,,
10/7/1875,251,251,summary,Amphipoda,Eupronoe,pacifica,,,,Surface
14/7/1875,253,253,summary,Polyzoa,Bugula,johnstoniae,Gray,,,
14/7/1875,253,253,summary,Polyzoa,Bifaxaria,abyssicola,,,,
14/7/1875,253,253,summary,Polyzoa,Cribrilina,monoceros,Busk,,,
14/7/1875,253,253,summary,Polyzoa,Phylactella,sp. ,,,Fragments,
14/7/1875,253,253,summary,Tunicata,Bathyoncus,minutus,,,,
21/7/1875,256,256,summary,Deep-sea keratosa,Ammoconia,sagenella,,,,
21/7/1875,256,256,summary,Amphipoda,Cyphocaris,challengeri,,,,Surface
21/7/1875,256,256,summary,Tunicata,Salpa,runcinata-fusiformis,Chamisso - Cuvier,,,Surface
23/7/1875,257,257,summary,Fishes,Thyristes,prometheus,C.V. ,,,surface
26/7/1875,259,259,summary,Fishes,Branchiostoma,pelagicum,,,,Surface
,,,summary,Amphipoda,Paraphronima,cuivis,,Japan - Sandwich Islands,,Surface
,,,summary,Amphipoda,Phornima,sp. ,,Japan - Sandwich Islands,,Surface
,,,summary,Amphipoda,Eupronoe,sp. ,,Japan - Sandwich Islands,,Surface
,,,summary,Amphipoda,Parapronoe,campbelli,,Japan - Sandwich Islands,,Surface
,,,summary,Amphipoda,Brachyscelus,crusculum,Spence Bate,Japan - Sandwich Islands,,Surface
,,,summary,Amphipoda,Oxycephalus,clausi,Bovallius,Japan - Sandwich Islands,,Surface
27/7/1875,260,260,summary,Fishes,Scombresox,forsteri,,,,Surface
14-19/08/1875,,,summary,Keratosa,Conscinoderma,denticulatum,,"Hilo Bay, Hawaii",,40
14-19/08/1876,,,summary,Reef corals,Pocillopora,cespitosa,Dana,"Hilo Bay, Hawaii",,1 to 2
14-19/08/1877,,,summary,Reef corals,Pocillopora,ligulata,Dana,"Hilo Bay, Hawaii",,
14-19/08/1878,,,summary,Reef corals,Pocillopora,plicata,Dana,"Hilo Bay, Hawaii",,1 to 2
14-19/08/1879,,,summary,Reef corals,Pocillopora,nobilis,Verrill,"Hilo Bay, Hawaii",,10 to 40
14-19/08/1880,,,summary,Reef corals,Pocillopora,verrucosa,Ellis and Solander,"Hilo Bay, Hawaii",,1 to 2
14-19/08/1881,,,summary,Reef corals,Stephanaria,stellata,Verrill,"Hilo Bay, Hawaii",,
14-19/08/1882,,,summary,Reef corals,Montipora,verrucosa,Lamarck,"Hilo Bay, Hawaii",,1 to 2
14-19/08/1883,,,summary,Reef corals,Montipora,capitata,DAna,"Hilo Bay, Hawaii",,1 to 40
14-19/08/1884,,,summary,Reef corals,Porites,bulbosa,,"Hilo Bay, Hawaii",,1 to 2
14-19/08/1885,,,summary,Reef corals,Porites,compressa,Dana,"Hilo Bay, Hawaii",,
14-19/08/1886,,,summary,Reef corals,Porites,lichen,Dana,"Hilo Bay, Hawaii",,1 to 40
14-19/08/1887,,,summary,Reef corals,Porites,tenuis,Verrill,"Hilo Bay, Hawaii",,1 to 2
14-19/08/1888,,,summary,Polyzoa,Scrupocellaria,ornithorhynchus,Wyville Thomson,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1889,,,summary,Polyzoa,Steganoporella,magnilabris,Busk,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1890,,,summary,Polyzoa,Retepora,denticulata,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1891,,,summary,Polyzoa,Retepora,contortuplicata,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1892,,,summary,Polyzoa,Chorizopora,honolulensis,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1893,,,summary,Polyzoa,Smittia,marsupialis,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1894,,,summary,Polyzoa,Mucronella,delicatula,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1895,,,summary,Polyzoa,Mucronella,magnifica,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1896,,,summary,Polyzoa,Schizoporella,furcata,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1897,,,summary,Polyzoa,Schizoporella,tenuis,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1898,,,summary,Polyzoa,Myriozoum,honolulense,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1899,,,summary,Polyzoa,Cellopora,honolulensis,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1900,,,summary,Polyzoa,Cellepora,polymorpha,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1901,,,summary,Polyzoa,Cellopora,vagans,,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1902,,,summary,Polyzoa,Idmonea,radians,Lamarck,"Hilo Bay, Hawaii",,20 to 40
14-19/08/1902,,,summary,Fishes,Zygaena,malleus,Risso,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Dules,marginatus,C.V.,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Scorpaena,nuchalis,Gunther,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Cirrhites,arcatus,C.V. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Cirrhitichthys,maculatus,Lac. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Caranx,crumenophthalmus,Bl. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Caranx,hippos,Linne,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Acanthurus,blochi,C.V.,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Upeneus,trifasciatus,Lac. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Polynemus,sexfilis,C.V.,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Gobius,stamineus,Valenciennes,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Gobius,sandvicensis,,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Eleotris,fusca,Bl. Schn. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Sicydium,nigrescens,,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Lentipes,concolor,Gill,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Lentipes,seminudes,,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Mugil,dobula,Gunther,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Dascyllus,albisella,Gill,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Julis,obscura,,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Rhomboidichthys,pantherinus,Rupp,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Chanos,salmoneus,Forst,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Albula,conorhynchus,Bl. Schn. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Conger,marginatus,Val. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Muraena,flavo-marginata,Rupp,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Muraena,sp. ,,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Doryichthys,pleurotaenia,,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Balistes,buniva,Lac. ,"Hilo Bay, Hawaii",,
14-19/08/1902,,,summary,Fishes,Exocoetus,simus,C.V. ,"Hilo Bay, Hawaii",,
20/8/1875,262,262,summary,Fishes,Echeneis,remora,Linne,,,Surface
23/8/1875,264,264,summary,Amphipoda,Paratyphis,pacificus,,,,Surface
23/8/1875,264,264,summary,Tunicata,Salpa,hexagona,Quoy and Gaimard,,,Surface
25/8/1875,265,265,summary,Pelagic fishes,Gonastoma,microdon,,,,
28/8/1875,267,267,summary,Fishes,Echeneis,remora,Linne,,,Surface
30/8/1875,268,268,summary,Amphipoda,Phronimella,elongata,Claus,,,Surface
2/9/1875,269,269,summary,Amphipoda,Paraphronima,cuivis,,,,Surface
2/9/1875,269,269,summary,Fishes,Diplophos,pacificus,,,,Surface
4/9/1875,270,270,summary,Amphipoda,Synopia,scheeleana,Bovallius,,,Surface
4/9/1875,270,270,summary,Amphipoda,Phronimella,elongata,Claus,,,Surface
4/9/1875,270,270,summary,Amphipoda,Brachyscelus,acuticaudatus,,,,Surface
6/9/1875,271,271,summary,Deep-sea keratosa,Ammolynthus,prototypus,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Cerelasma,gyrosphaera,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Stannophyllum,zonarium,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Stannophyllum,radiolarium,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Stannophyllum,pertusum,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Stannophyllum,venosum,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Stannophyllum,globigerinum,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Stannoma,dendroides,,,,
6/9/1875,271,271,summary,Deep-sea keratosa,Stannoma,coralloides,,,,
6/9/1875,271,271,summary,Tunicata,Culeolus,moseleyi,,,,
6/9/1875,271,271,summary,Pelagic fishes,Malacosarcus,macrostoma,,,,
6/9/1875,271,271,summary,Pelagic fishes,Macrurus,armatus,Hector,,,
6/9/1875,271,271,summary,Pelagic fishes,Lepidopus,tenuis,,,,
11/9/1875,274,274,summary,Deep-sea keratosa,Psammina,nummulina,,,,
11/9/1875,274,274,summary,Asteroidea,Hyphalaster,hyalinus,,,,
16/9/1875,276,276,summary,Pelagic fishes,Malacosarcus,macrostoma,,,,
16/9/1875,276,276,summary,Fishes,Coryphaena,hippurus,,,Young,
16/9/1875,276,276,summary,Fishes,Nomeus,gronovii,Gm. ,,,
16/9/1875,276,276,summary,Fishes,Auchenoceros,sp. ,,,Young,
2/10/1875,279-279c,"279,279A,279B,279C",summary,Keratosa,Luffaria,variabilis,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Tetractinellida,Pilochrota,pachydermata,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Alcyonaria,Spongodes,carnea,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Alcyonaria,Spongodes,pustulosa,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Alcyonaria,Spongodes,cervicornis,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Pocillopora,cespitosa,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Pocillopora,solida,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Pocillopora,grandis,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Leptastraea,solida,M. Edwards and Haime,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Leptastraea,ehrenbergana,M. Edwards and Haime,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Leptastraea,roissyana,M. Edwards and Haime,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Leptastraea,transversa,Klunzinger,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Pavonia,formosa,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Pavonia,praetorta,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Trochoseris,stokesi,M. Edwards and Haime,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Pachyseris,speciosa,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Cylloseris,incrustans,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Domoseris,porosa,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Domoseris,solida,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Domoseris,regularis,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Fungia,discus,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Fungia,concinna,Verrill,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Fungia,horrida,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Fungia,acutidens,Studer,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Fungia,rugosa,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Fungia,scutaria,Lamarck,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Fungia,paumotensis,Stutchbury,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Sandalolitha,dentata,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,danae,Verrill,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,plantaginea,Lamarck,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,retusa,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,nasuta,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,paxilligera,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,virgata,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,parilis,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,speciosa,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,cytherea,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Madrepora,surculosa,Dana,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Montipora,papillosa,Lamarck,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Montipora,aspera,Verrill,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Porites,arenosa,Esper,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Porites,latistellata,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Napopora,irregularis,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Synaraea,convexa,Verrill,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Millepora,nodosa,Esper,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Reef corals,Millepora,gonagra,M. Edwards and Haime,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Anomura,Caenobita,rugosa,M. Edwards,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Anomura,Pagurus,deformis,M. Edwards,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Anomura,Calcinus,tibicen,Herbst,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Tunicata,Cynthia,papietensis,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Fishes,Dules,marginatus,C.V. ,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Fishes,Caranx,hippos,Linne,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Fishes,Acanthurus,sp. ,,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Fishes,Eleotris,fusca,Bl. Schn. ,Tahiti,,Shore and shallow water
2/10/1875,279-279c,"279,279A,279B,279C",summary,Fishes,Gomphosus,tricolour,Quoy and Gaimard,Tahiti,,Shore and shallow water
