ID,Date,Station,Vol,Taxa,PageNumber,Genus,Species,Tax auth,Area,No Specimens,Notes,depth (fathoms),lat,long,Expedition if not challenger
1,30/12/1872,I,Summary,Asteroidea,,Hymenaster,membranaceus,Wyville Thomson,,,,,,,
2,30/12/1872,I,summary,Amphipoda,,platamon,longimanus,,,,,,,,
3,30/12/1872,I,summary,Pelagic Fishes,,Argyropelecus,olfersii,Cuvier,,,,,,,
4,30/12/1872,I,summary,,,Astropecten,sp.,,,,,,,,
5,13/1/1873,II-IIa,summary,Tetractinellida,,corallistes,bowerbanki,Johnson,,,,,,,
6,13/1/1873,II-IIa,summary,Asteroidea,,pararchaster,armatus,,,,,,,,
7,13/1/1873,II-IIa,summary,Asteroidea,,plutonaster,bifrons,,,,,,,,
8,15/1/1873,III,summary,Corals,,Flabellum,apertum,,,,,,,,
9,16/1/1873,IV,summary,Tetractinellida,,Thenea,Schmidtii,,,,,,,,
10,16/1/1873,IV,summary,Alcyonaria,,Strophogorgia,challengeri,,,,,,,,
11,16/1/1873,IV,summary,Pelagic Fishes,,Macrurus,aequalis,,,,,,,,
12,16/1/1873,IV,summary,Corals,,Mopsea,,,,,,,,,
13,16/1/1873,IV,summary,Actinian,,Astrogonium ,longimanum,,,,,,,,
14,28/1/1873,V,summary,Asteroidea,,Plutonaster,bifrons,Wyville Thomson,,,,,,,
15,28/1/1873,V,summary,Amphipoda,,Cystisoma,spinosum (Fabricus),,,,,,,,
16,28/1/1873,V,summary,Pelagic Fishes,,Macrurus,sclerorhynchus,Valenciennes,,,,,,,
17,28/1/1873,V,summary,Pelagic Fishes,,Bathytroctes,mictrolepis,,,,,,,,
18,28/1/1873,V,summary,Pelagic Fishes,,Halosaurus,macrochir,,,,,,,,
19,30/1/1873,VI,summary,Polyzoa,,Kinetoskias,cyathus,Wyville Thomson,,,,,,,
20,3/2/1873,VIIg-VIIj,summary,Anomura,,Eupagurus,exaecatus,Herbst,,,,,,,
21,10/2/1873,VIIP,summary,Anomura,,Pagurus,calidus,Risso,,,,,,,
22,10/2/1873,VIIP,summary,Anomura,,Spiropagurus,elegans,Miers,,,,,,,
23,10/2/1873,VIIP,summary,Anomura,,Anapagurus,pusillus,,,,,,,,
24,10/2/1873,VIIP,summary,Anomura,,Galathea,dispersa,Spence Bate,,,,,,,
25,12/2/1873,VIII,summary,Tunicata,,Ciona,flemingi,,Canary Islands,,,75-78 Fathoms,,,
26,18/2/1873,3,summary,Alcyonaria,,Anthomastus,canariensis,Wyville Thomson,,,,,,,
27,18/2/1873,3,summary,Alcyonaria,,Pleurocorallium,johnsoni,Gray,,,,,,,
28,18/2/1873,3,summary,Alcyonaria,,Acanella,arbuscula,Johnson,,,,,,,
29,18/2/1873,3,summary,Corals,,Crypthelia,pudica,M. Edwards and Haime,,,,,,,
30,18/2/1873,3,summary,Corals,,Caryophyllia,berteriana,Duchassaing,,,,,,,
31,18/2/1873,3,summary,Asteroidea,,Nymphaster,protentus,,,,,,,,
32,18/2/1873,3,summary,Asteroidea,,Colpaster,scutigerula,,,,,,,,
33,18/2/1873,3,summary,Polyzoa,,Bugula,leontodon,,,,,,,,
34,4/3/1873,13,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,
35,4/3/1873,13,summary,Polyzoa,,Bifaxaria,reticulata,,,,,,,,
36,4/3/1873,13,summary,Polyzoa,,Salicornaria,magnifica,,,,,,,,
37,4/3/1873,13,summary,Polyzoa,,Tessaradoma,boreale,busk,,,,,,,
38,5/3/1873,14,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,
39,18/2/1873,3,summary,Amphipoda,,Phronimella,elongata,Claus,,,Surface,,,,
40,4/3/1873,13,summary,Pelagic Fishes,,Leptocephalus,pellucidus,,,,surface,,,,
41,14/3/1873,22,summary,Amphipoda,,Anchylomera,sp.,,,,surface,,,,
42,14/3/1873,22,summary,Pelagic Fishes,,Xiphias,gladius,Linne,,,surface,,,,
43,14/3/1873,22,summary,Pelagic Fishes,,Cubiceps,gracilis,Lowe,,,surface,,,,
44,14/3/1873,22,summary,Pelagic Fishes,,Psenes,cyanophrys,C.V,,,surface,,,,
45,14/3/1873,22,summary,Pelagic Fishes,,Antennarius,marmoratus,Gunther,,,surface,,,,
46,14/3/1873,22,summary,Pelagic Fishes,,Scopelus,coccoi,cocco,,,surface,,,,
47,14/3/1873,22,summary,Pelagic Fishes,,Fundulus,nigrofasciatus,Lesueur,,,surface,,,,
48,14/3/1873,22,summary,Pelagic Fishes,,Hemorhamphis ,sp.,,,,surface,,,,
49,14/3/1873,22,summary,Pelagic Fishes,,Muraena,sp.,,,,surface,,,,
50,14/3/1873,22,summary,Pelagic Fishes,,Tetrodon,sp.,,,,surface,,,,
51,15/3/1873,23 - 23b,summary,Alcyonaria,,Clavularia,tubaria,,,,,,,,
52,15/3/1873,23 - 23b,summary,Alcyonaria,,Acanella,eburnea,Pourtales,,,,,,,
53,15/3/1873,23 - 23b,summary,Alcyonaria,,Primnoella,distans,Studer,,,,,,,
54,15/3/1873,23 - 23b,summary,Alcyonaria,,Juncella,Barbadensis,Duchassaing and Michelotti,,,,,,,
55,15/3/1873,23 - 23b,summary,Corals,,Plioborhrus,symmetricus,Pourtales,,,,,,,
56,15/3/1873,23 - 23b,summary,Corals,,Stenohelia,profunda,,,,,,,,
57,15/3/1873,23 - 23b,summary,Corals,,Lophohelia,prolifera,M. Edwards and Haime,,,,,,,
58,15/3/1873,23 - 23b,summary,Anomura,,Munida,sp.,,,,,,,,
59,15/3/1873,23 - 23b,summary,Anomura,,Munidopsis,sigbei,M. Edwards,,,,,,,
60,15/3/1873,23 - 23b,summary,Anomura,,Elasmonotus,armatus,M. Edwards,,,,,,,
61,15/3/1873,23 - 23b,summary,Anomura,,Uroptychus,nitidus,M. Edwards,,,,,,,
62,15/3/1873,23 - 23b,summary,Polyzoa,,Pasythea,eburnea,Smitt,,,,,,,
63,15/3/1873,23 - 23b,summary,Polyzoa,,Brettia,cornigera,,,,,,,,
64,15/3/1873,23 - 23b,summary,Polyzoa,,Bugula ,veriscolor,,,,,,,,
65,15/3/1873,23 - 23b,summary,Polyzoa,,Farciminaria,atlantica,,,,,,,,
66,15/3/1873,23 - 23b,summary,Polyzoa,,Tessaradoma,boreale,Busk,,,,,,,
67,15/3/1873,23 - 23b,summary,Polyzoa,,Porina,proboscidea,Waters,,,,,,,
68,15/3/1873,23 - 23b,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,
69,15/3/1873,23 - 23b,summary,Pelagic Fishes,,Stomias,affinis,,,,,,,,
70,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Echeneis,remora,Linne,,,Surface,,,,
71,24/3/1873,23 - 23b,summary,Reef Corals,,Oculina ,diffusa,Lamark,St. Thomas,,shallow,,,,
72,24/3/1873,23 - 23b,summary,Reef Corals,,Cladocora,arbuscula,Lesueur,St. Thomas,,shallow,,,,
73,24/3/1873,23 - 23b,summary,Reef Corals,,Pectinia,Profunda,Dana,St. Thomas,,shallow,,,,
74,24/3/1873,23 - 23b,summary,Reef Corals,,Isophyllia,aspera,Duchassaing and Michelotti,St. Thomas,,shallow,,,,
75,24/3/1873,23 - 23b,summary,Reef Corals,,Manicina,areolata,Linne,St. Thomas,,shallow,,,,
76,24/3/1873,23 - 23b,summary,Reef Corals,,Agaricia,fragilis,Dana,St. Thomas,,shallow,,,,
77,24/3/1873,23 - 23b,summary,Reef Corals,,Madrepora,palmata,Lamark,St. Thomas,,shallow,,,,
78,24/3/1873,23 - 23b,summary,Reef Corals,,Madrepora,prolifera,Lamark,St. Thomas,,shallow,,,,
79,24/3/1873,23 - 23b,summary,Reef Corals,,Madrepora,cervicornis,Lamark,St. Thomas,,shallow,,,,
80,24/3/1873,23 - 23b,summary,Reef Corals,,Agaricia,frondosa,Duchassaing,St. Thomas,,shallow,,,,
81,24/3/1873,23 - 23b,summary,Reef Corals,,Porites,astraeoides,Lamark,St. Thomas,,shallow,,,,
82,24/3/1873,23 - 23b,summary,Reef Corals,,Millepora ,alcicornis,Linne,St. Thomas,,shallow,,,,
83,24/3/1873,23 - 23b,summary,Reef Corals,,Millepora ,Carthaginiensis,Duchassaing and Michelotti,St. Thomas,,shallow,,,,
84,24/3/1873,23 - 23b,summary,Anomura,,Hypoconcha,sabulosa,Herbst,St. Thomas,,shallow,,,,
85,24/3/1873,23 - 23b,summary,Anomura,,Porcellana,sayana,Leach,St. Thomas,,shallow,,,,
86,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Serranus,apua,BL,St. Thomas,,shallow,,,,
87,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Mesoprion,chrysurus,BL,St. Thomas,,shallow,,,,
88,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Pomacanthus,para,BL,St. Thomas,,shallow,,,,
89,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Scorpaena,plumieri,BL,St. Thomas,,shallow,,,,
90,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Holocentrum,longipinne,C.V,St. Thomas,,shallow,,,,
91,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Echeneis,naucrates,Linne,St. Thomas,,shallow,,,,
92,25/3/1873,24,summary,Tetractinellida,,Craniella,schmidtii,,,,,,,,
93,25/3/1873,24,summary,Tetractinellida,,Thenea,schmidtii,,,,,,,,
94,25/3/1873,24,summary,Corals,,Cryptohelia,pudica,M. Edwards and Haime,,,,,,,
95,25/3/1873,24,summary,Corals,,Caryophyllia,paucipalata,,,,,,,,
96,25/3/1873,24,summary,Corals,,Deliocyathus,italieus,M. Edwards and Haime,,,,,,,
97,25/3/1873,24,summary,Corals,,Odontocyathus,coronatus,Pourtales,,,,,,,
98,25/3/1873,24,summary,Corals,,Desmophyllum,cailleti,Duchassaing and Michelotti,,,,,,,
99,25/3/1873,24,summary,Corals,,Lophohelia,prolifera,M. Edwards and Haime,,,,,,,
100,25/3/1873,24,summary,Corals,,Bathyactis,symmetrica,Pourtales,,,,,,,
101,25/3/1873,24,summary,Crinoidea,,Rhizocrinus,lofotensis,Sars,,,,,,,
102,25/3/1873,24,summary,Asteroidea,,Brisinga,cricophora,,,,,,,,
103,25/3/1873,24,summary,Amphipoda,,Syrrhoe ,papyracea,,,,,,,,
104,25/3/1873,24,summary,Amphipoda,,Ampelisca,abyssicola,,,,,,,,
105,25/3/1873,24,summary,Anomura,,Porcellana,robertsoni,,,,,,,,
106,25/3/1873,24,summary,Anomura,,Munida,microphthalma,M. Edwards,,,,,,,
107,25/3/1873,24,summary,Anomura,,Elasmonotus,armatus,M. Edwards,,,,,,,
108,25/3/1873,24,summary,Anomura,,Uroptychus,nitidus,M. Edwards,,,,,,,
109,25/3/1873,24,summary,Polyzoa,,Pasythea,eburnea,Smitt,,,,,,,
110,25/3/1873,24,summary,Polyzoa,,Farciminaria,atlantica,,,,,,,,
111,1/4/1873,30,summary,Pelagic Fishes,,Psenes,cyanophrys,C.V,,,Surface,,,,
112,1/4/1873,30,summary,Pelagic Fishes,,Antennarius,marmoratus,Gunther,,,Surface,,,,
113,1/4/1873,30,summary,Pelagic Fishes,,Exocoetus,spilurus,Gunther,,,Surface,,,,
114,1/4/1873,30,summary,Pelagic Fishes,,Exocoetus,affinis,Gunther,,,Surface,,,,
115,1/4/1873,30,summary,Pelagic Fishes,,syngnathus ,pelagicus,Osbeck,,,Surface,,,,
116,23/4/1873,36,summary,Corals,,Madracis,asperula,M. Edwards and Haime,,,,,,,
117,23/4/1873,36,summary,Corals,,Bathyactis,Symmetrica,Pourtales,,,,,,,
118,23/4/1873,36,summary,Asteroidea,,Chaetaster,longipes,Sars,,,,,,,
119,23/4/1873,36,summary,Polyzoa,,Etea,anguina,Linne,,,,,,,
120,23/4/1873,36,summary,Polyzoa,,Bugula,neritina,Linne,,,,,,,
121,23/4/1873,36,summary,Polyzoa,,Crisia,denticulata,Lamarck,,,,,,,
122,23/4/1873,36,summary,Polyzoa,,Amathia,Lengigera,Linne,,,,,,,
123,28/4/1873,40,summary,Pelagic Fishes,,Nealotus,tripes,Johnson,,,,,,,
124,28/4/1873,40,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,
125,2/5/1873,44,summary,Asteroidea,,Pararchaster,semisquamatus,,,,,,,,
126,2/5/1873,44,summary,Asteroidea,,Pontaster,forcupatus,,,,,,,,
127,2/5/1873,44,summary,Asteroidea,,Dyaster,exilis,,,,,,,,
128,2/5/1873,44,summary,Asteroidea,,Dyaster,madreporifer,,,,,,,,
129,2/5/1873,44,summary,Asteroidea,,Plutonaster,rigidus,,,,,,,,
130,2/5/1873,44,summary,Asteroidea,,Phoxaster,pumilus,,,,,,,,
131,2/5/1873,44,summary,Polyzoa,,Canda,simplex,,,,,,,,
132,2/5/1873,44,summary,Tunicata,,Culeolus,perlatus,Willemoes-Suhm,,,,,,,
133,3/5/1873,45,summary,Corals,,Caryophyllia,communis,Seguenza,,,,,,,
134,3/5/1873,45,summary,Asteroidea,,Pararchaster,semisquamatus,,,,,,,,
135,3/5/1873,45,summary,Asteroidea,,Pontaster,forcipatus,,,,,,,,
136,3/5/1873,45,summary,Asteroidea,,Dytaster,madreporifer,,,,,,,,
137,3/5/1873,45,summary,Asteroidea,,Plutonaster,rigidus ,,,,,,,,
138,3/5/1873,45,summary,Asteroidea,,porcellanaster,caeruleus,Wyville Thomson,,,,,,,
139,3/5/1873,45,summary,Asteroidea,,Phoxaster,pumilus,,,,,,,,
140,6/5/1873,46,summary,Actiniaria,,Stephanactis,abyssicola,Mosely,,,,,,,
141,6/5/1873,46,summary,Asteroidea,,Pararchaster,armatus,,,,,,,,
142,6/5/1873,46,summary,Asteroidea,,Pontaster,forcipatus,,,,,,,,
143,6/5/1873,46,summary,Asteroidea,,Plutonaster,rigidus,,,,,,,,
144,6/5/1873,46,summary,Asteroidea,,Porcellanaster,caeruleus,Wyville Thomson,,,,,,,
145,6/5/1873,46,summary,Asteroidea,,Leptocephalus,arcticus,Sars,,,,,,,
146,6/5/1873,46,summary,Asteroidea,,Phoxaster,pumilus,,,,,,,,
147,6/5/1873,46,summary,Asteroidea,,Zoroaster,fulgens,Wyville Thomson,,,,,,,
148,6/5/1873,46,summary,Asteroidea,,Cribrella,oculata,Sars,,,,,,,
149,6/5/1873,46,summary,Asteroidea,,Brisinga,verticillata,,,,,,,,
150,6/5/1873,46,summary,Asteroidea,,Freyella,bracteata,,,,,,,,
151,6/5/1873,46,summary,Amphipoda,,Euthemista,bispoinosa,Boeck,,,,,,,
152,7/5/1873,47,summary,Asteroidea,,Plutonaster,bifrons,,,,,,,,
153,7/5/1873,47,summary,Asteroidea,,Plutonaster,rigidus,,,,,,,,
154,7/5/1873,47,summary,Asteroidea,,Porcellonaster,caeruleus,,,,,,,,
155,7/5/1873,47,summary,Asteroidea,,Freyella,bracteata,,,,,,,,
156,8/5/1873,48,summary,Crinoidea,,Antedon,eschrichti,Muller,,,,,,,
157,8/5/1873,48,summary,Crinoidea,,Antedon,quadrata,,,,,,,,
158,8/5/1873,48,summary,Asteroidea,,Crossaster,papposus,Linck,,,,,,,
159,8/5/1873,48,summary,Asteroidea,,Solaster ,endeca,Retzius,,,,,,,
160,8/5/1873,48,summary,Asteroidea,,Cribrella,oculata,Linck,,,,,,,
161,8/5/1873,48,summary,Polyzoa,,Eschara,elegantula,d'Orbigny,,,,,,,
162,8/5/1873,48,summary,Polyzoa,,Cellepora,canaliculata,,,,,,,,
163,8/5/1873,48,summary,Tunicata,,Boltenia,elegans,,,,,,,,
164,8/5/1873,48,summary,Tunicata,,Aplidium,despectum,,,,,,,,
165,20/5/1873,49,summary,Keretosa,,Psammopemma,densum,Marshall,,,,,,,
166,20/5/1873,49,summary,Actiniaria,,Epizoanthus,cancrisocius,Studer,,,,,,,
167,20/5/1873,49,summary,Asteroidea,,Pontaster ,hebitus,,,,,,,,
168,20/5/1873,49,summary,Asteroidea,,Pseudarchaster,intermedius,,,,,,,,
169,20/5/1873,49,summary,Asteroidea,,Leptoptychaster,arcticus,Sars,,,,,,,
170,20/5/1873,49,summary,Asteroidea,,Pentagonaster,granularis,Retzius,,,,,,,
171,20/5/1873,49,summary,Asteroidea,,Hippasteria,plana,Linck,,,,,,,
172,20/5/1873,49,summary,Asteroidea,,Stichaster,albulus,Stimpson,,,,,,,
173,20/5/1873,49,summary,Asteroidea,,Pteraster,militaris,Muller and Troschel,,,,,,,
174,20/5/1873,49,summary,Asteroidea,,Cribella,oculata,Linck,,,,,,,
175,20/5/1873,49,summary,Asteroidea,,Asterias (Leptasterias),compta,Stimpson,,,,,,,
176,20/5/1873,49,summary,Amphipoda,,Stegocephalus,inflatus,Kroyer,,,,,,,
177,20/5/1873,49,summary,Amphipoda,,Ediceros,lynceus,Sars,,,,,,,
178,20/5/1873,49,summary,Amphipoda,,Pleustes,Panopla,Kroyer,,,,,,,
179,20/5/1873,49,summary,Amphipoda,,Epimera,Loricata,Sars,,,,,,,
180,20/5/1873,49,summary,Amphipoda,,Halirages,fulvocinctus,Sars,,,,,,,
181,20/5/1873,49,summary,Amphipoda,,Rhachotropis,aculeatus,Lepechin,,,,,,,
182,20/5/1873,49,summary,Amphipoda,,Pardalisca,abyssi ,Boeck,,,,,,,
183,20/5/1873,49,summary,Amphipoda,,Uncoila,irrorata,Say,,,,,,,
184,20/5/1873,49,summary,Anomura,,Eupagurus,pubescens,Kroyer,,,,,,,
185,20/5/1873,49,summary,Polyzoa,,Palmicellaria,skenei,Ellis and Solander,,,,,,,
186,20/5/1873,49,summary,Polyzoa,,Flustra,separata,,,,,,,,
187,20/5/1873,49,summary,Polyzoa,,Idmonea,atlantica,Forbes,,,,,,,
188,20/5/1873,49,summary,Tunicata,,Ascidia,falcigera,,,,,,,,
189,20/5/1873,49,summary,Pelagic Fishes,,Hippoglossoides,dentatus,Mitch,,,,,,,
190,21/5/1873,50,summary,Corals,,Caryp[jillia,communis,Seguenza,,,,,,,
191,21/5/1873,50,summary,Corals,,Flabellum,angulare,,,,,,,,
192,21/5/1873,50,summary,Asteroidea,,Pararchaster,armatus,,,,,,,,
193,21/5/1873,50,summary,Asteroidea,,Pontaster,forcipatuus,,,,,,,,
194,21/5/1873,50,summary,Asteroidea,,Zoroaster,fulgens,Wyville Thomson,,,,,,,
195,21/5/1873,50,summary,Asteroidea,,Asterias (hydrasterias),ophidion,,,,,,,,
196,21/5/1873,50,summary,Asteroidea,,Freyella,bracteata,,,,,,,,
197,21/5/1873,50,summary,Amphipoda,,Lanceola,suhmi,,,,,,,,
198,29/5/1873,56,summary,Tetractinellida,,Ispos,pachydermata,,,,,,,,
199,29/5/1873,56,summary,Tetractinellida,,Azorica,pfeifferae,Carter,,,,,,,
200,29/5/1873,56,summary,Alcyonaria,,Sympodium,armatum,,,,,,,,
201,29/5/1873,56,summary,Alcyonaria,,Acanella,simplex,Verrill,,,,,,,
202,29/5/1873,56,summary,Actiniaria,,Amphianthus,ornatum,,,,,,,,
203,29/5/1873,56,summary,Corals,,Deltocyathus,italicus,M. Edwards and Haime,,,,,,,
204,29/5/1873,56,summary,Corals,,Bathyactis,symmetrica,Pourtales,,,,,,,
205,29/5/1873,56,summary,Anomura,,Parapahurus,abyssorum,M. Edwards and Haime,,,,,,,
206,29/5/1873,56,summary,Anomura,,Munidopis,serratifrons,M. Edwards and Haime,,,,,,,
207,30/5/1873,57,summary,Corals,,Caryophyllia,communis,Seguenza,,,,,,,
208,30/5/1873,57,summary,Keretosa,,Verongia,hirsuta,Hyatt,Bermuda,,shallow water / shore,,,,
209,30/5/1873,57,summary,Tetractinellida,,Pilochrota,tenuispicula,,Bermuda,,shallow water / shore,,,,
210,30/5/1873,57,summary,Alcyonaria,,Plexaura,valencuennesi,,Bermuda,,shallow water / shore,,,,
211,30/5/1873,57,summary,Alcyonaria,,Pseudoplexaura,crassa,Ellis and Solander,Bermuda,,shallow water / shore,,,,
212,30/5/1873,57,summary,Alcyonaria,,Gorgonia,flabellum,Linne,Bermuda,,shallow water / shore,,,,
213,30/5/1873,57,summary,Actiniaria,,Ilyanthopsis,longifilis,,Bermuda,,shallow water / shore,,,,
214,30/5/1873,57,summary,Actiniaria,,Zoanthus,danae,Le Conte,Bermuda,,shallow water / shore,,,,
215,30/5/1873,57,summary,Actiniaria,,Corticifera,lutea,Quoy and Gaimard,Bermuda,,shallow water / shore,,,,
216,30/5/1873,57,summary,Corals,,Deltocyathus,italicus,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,
217,30/5/1873,57,summary,Reef Corals,,Oculina ,diffusa,Lamarck,Bermuda,,shallow water / shore,,,,
218,30/5/1873,57,summary,Reef Corals,,Oculina ,pallens,Ehrenberg,Bermuda,,shallow water / shore,,,,
219,30/5/1873,57,summary,Reef Corals,,Oculina ,varicosa,Lesueur,Bermuda,,shallow water / shore,,,,
220,30/5/1873,57,summary,Reef Corals,,Oculina ,coronalis,,Bermuda,,shallow water / shore,,,,
221,30/5/1873,57,summary,Reef Corals,,Oculina ,speciosa,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,
222,30/5/1873,57,summary,Reef Corals,,Oculina ,bermudensis,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,
223,30/5/1873,57,summary,Reef Corals,,Madracis,decacis,Lyman,Bermuda,,shallow water / shore,,,,
224,30/5/1873,57,summary,Reef Corals,,Isophyllia,strigosa,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,
225,30/5/1873,57,summary,Reef Corals,,Isophyllia,fragilis,Dana,Bermuda,,shallow water / shore,,,,
226,30/5/1873,57,summary,Reef Corals,,Isophyllia,australis,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,
227,30/5/1873,57,summary,Reef Corals,,Isophyllia,dipsacea,Dana,Bermuda,,shallow water / shore,,,,
228,30/5/1873,57,summary,Reef Corals,,Isophyllia,marginata,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,
229,30/5/1873,57,summary,Reef Corals,,Isophyllia,cylindrica,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,
230,30/5/1873,57,summary,Reef Corals,,Isophyllia,knoxi,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,
231,30/5/1873,57,summary,Reef Corals,,Diplotia ,cerebriformis,Lamarck,Bermuda,,shallow water / shore,,,,
232,30/5/1873,57,summary,Reef Corals,,Maeandrina,labyrinthica,Ellis and Solander,Bermuda,,shallow water / shore,,,,
233,30/5/1873,57,summary,Reef Corals,,Maeandrina,sinuosissima,M. Edwards and Haime,Bermuda,,shallow water / shore,,,,
234,30/5/1873,57,summary,Reef Corals,,Maeandrina,strigosa,Dana,Bermuda,,shallow water / shore,,,,
235,30/5/1873,57,summary,Reef Corals,,Astraea,ananas,Ellis and Solander,Bermuda,,shallow water / shore,,,,
236,30/5/1873,57,summary,Reef Corals,,Astraea,coarctata,Duchassaing and Michelotti,Bermuda,,shallow water / shore,,,,
237,30/5/1873,57,summary,Reef Corals,,Siderastraea,galaxea,Ellis and Solander,Bermuda,,shallow water / shore,,,,
238,30/5/1873,57,summary,Reef Corals,,Agaricia,fragilis,Dana,Bermuda,,shallow water / shore,,,,
239,30/5/1873,57,summary,Reef Corals,,Porites,clavaria,Lamarck,Bermuda,,shallow water / shore,,,,
240,30/5/1873,57,summary,Reef Corals,,Millepora ,alcicornis,Linne,Bermuda,,shallow water / shore,,,,
241,30/5/1873,57,summary,Reef Corals,,Millepora ,ramosa,Pallas,Bermuda,,shallow water / shore,,,,
242,30/5/1873,57,summary,Asteroidea,,Asterina,folium,Lutken,Bermuda,,shallow water / shore,,,,
243,30/5/1873,57,summary,Asteroidea,,Asterias (stolasterias),tenuispicula,Lamarck,Bermuda,,shallow water / shore,,,,
244,30/5/1873,57,summary,Amphipoda,,Caprella,danilevskii,Czerniavski,Bermuda,,shallow water / shore,,,,
245,30/5/1873,57,summary,Anomura,,Remipes,Scutellatus,Fabricius,Bermuda,,shallow water / shore,,,,
246,30/5/1873,57,summary,Anomura,,Petrolisthes,armatus,Gibbes,Bermuda,,shallow water / shore,,,,
247,30/5/1873,57,summary,Tunicata,,Ascidia,nigra,Savigny,Bermuda,,shallow water / shore,,,,
248,30/5/1873,57,summary,Tunicata,,Ecteinascidia,turbinata,,Bermuda,,shallow water / shore,,,,
249,30/5/1873,57,summary,Tunicata,,Clavelina,oblongs,,Bermuda,,shallow water / shore,,,,
250,30/5/1873,57,summary,Tunicata,,Botrylloides,nigrum,,Bermuda,,shallow water / shore,,,,
251,30/5/1873,57,summary,Tunicata,,Symplegma,viride,,Bermuda,,shallow water / shore,,,,
252,30/5/1873,57,summary,Tunicata,,Didemnum,inerme,,Bermuda,,shallow water / shore,,,,
253,30/5/1873,57,summary,Fishes,,Gerres,lefroyi,Goode,Bermuda,,shallow water / shore,,,,
254,30/5/1873,57,summary,Fishes,,Gerres,jonesi,Gunther,Bermuda,,shallow water / shore,,,,
255,30/5/1873,57,summary,Fishes,,Sargus,capensis ,Smith,Bermuda,,shallow water / shore,,,,
256,30/5/1873,57,summary,Fishes,,Pimelepterus,bosci,Lae,Bermuda,,shallow water / shore,,,,
257,30/5/1873,57,summary,Fishes,,Caranx,caballus,Gunther,Bermuda,,shallow water / shore,,,,
258,30/5/1873,57,summary,Fishes,,Fundulus,bermudae,Gunther,Bermuda,,shallow water / shore,,,,
259,30/5/1873,57,summary,Fishes,,Belone,jonesi,Goode,Bermuda,,shallow water / shore,,,,
260,16/6/1873,60,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,
261,16/6/1873,60,summary,Pelagic Fishes,,Chauliodus,sloanii,Bl. Schn,,,,,,,
262,17/6/1873,61,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,
263,19/6/1873,63,summary,Pelagic Fishes,,Idiacanthus,ferox,,,,,,,,
264,19/6/1873,63,summary,Pelagic Fishes,,Halosaurus,rostratus,,,,,,,,
265,20/6/1873,64,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,
266,24/6/1873,68,summary,Anomura,,Parapagurus,abyssorun,M. Edwards,,,,,,,
267,24/6/1873,68,summary,Polyzoa,,Bugula,reticulata,,,,,,,,
268,24/6/1873,68,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,
269,24/6/1873,68,summary,Polyzoa,,Bifaxaria,reticulata,,,,,,,,
270,25/6/1873,69,summary,Tunicata,,Pyrosoma,spinosum,,,,,,,,
271,26/6/1873,70,summary,Keretosa,,Holopsamma,cretaceum,,,,,,,,
272,26/6/1873,70,summary,Alcyonaria,,Strophogoria,fragilis,,,,,,,,
273,26/6/1873,70,summary,Polyzoa,,Menipea,clausa,,,,,,,,
274,26/6/1873,70,summary,Polyzoa,,Farciminaria,gracilis,,,,,,,,
275,26/6/1873,70,summary,Polyzoa,,Bifaxaria,minuta,,,,,,,,
276,27/6/1873,71,summary,Alcyonaria,,Telesto,rigida,,,,,,,,
277,30/6/1873,73,summary,Tetractinellida,,Thenea,schmidtii,,,,,,,,
278,30/6/1873,73,summary,Corals,,Stephanotrochus,nobilis,,,,,,,,
279,30/6/1873,73,summary,Corals,,Flabellum,alabastrum,,,,,,,,
280,30/6/1873,73,summary,Corals,,Bathyactis,symmetrica,Pourtales,,,,,,,
281,30/6/1873,73,summary,Asteroidea,,Plutonaster,notatus,,,,,,,,
282,30/6/1873,73,summary,Asteroidea,,Neomorphaster,eustichus,,,,,,,,
283,30/6/1873,73,summary,Anomura,,Pagurodes,sp,,,,,,,,
284,2/7/1873,75,summary,Alcyonaria,,Bellonella,bocagei,Kent,,,,,,,
285,2/7/1873,75,summary,Corals,,Caryophyllia,clavus,Scacchi,,,,,,,
286,2/7/1873,75,summary,Corals,,Paracyathus,de filippii,Duchassaing and Michelotti,,,,,,,
