ID,Date,Station,Vol,Taxa,PageNumber,Genus,Species,Tax auth,Area,No Specimens,Notes,depth (fathoms),lat,long,Expedition if not challenger
10103,,,13,Schizopoda,120,Thysanoessa,gregaria,G. O Sars,South of Buenos Ayres ,1,"February 11, 1876",,,,
10104,,,13,Schizopoda,120,Thysanoessa,gregaria,G. O Sars,East of Buenos Ayres ,1,"March 3-5, 1876",,,,
10105,,,13,Schizopoda,120,Thysanoessa,gregaria,G. O Sars,South Atlantic,1,"March 10, 1876",,,,
10106,,,13,Schizopoda,120,Thysanoessa,gregaria,G. O Sars,South Atlantic,1,"March 11, 1876",,,,
10107,,,13,Schizopoda,120,Thysanoessa,gregaria,G. O Sars,South Atlantic,1,"March 13, 1876",,,,
10108,,,13,Schizopoda,120,Thysanoessa,gregaria,G. O Sars,North Atlantic ,1,"May 6, 1876",,,,
10109,,,13,Schizopoda,125,Thysanoessa,macrura,G. O Sars,Between Cape of Good Hope and Kerguelen,1,"December 24, 1873",,,,
10110,,,13,Schizopoda,125,Thysanoessa,macrura,G. O Sars,Betweem Cape of Good Hope and Kerguelen ,1,"December 29, 1873",,,,
10111,,,13,Schizopoda,125,Thysanoessa,macrura,G. O Sars,Off Kerguelen ,1,"January 23, 1874",,,,
10112,,,13,Schizopoda,125,Thysanoessa,macrura,G. O Sars,Between Kerguelen and Heard Islands,1,"February 3, 1874",,,,
10113,,,13,Schizopoda,125,Thysanoessa,macrura,G. O Sars,Antarctic Ocean at the Ice Barrier,1,"February 14, 1874",,,,
10114,,,13,Schizopoda,125,Thysanoessa,macrura,G. O Sars,Antarctic Ocean at the Ice Barrier,1,"February 19, 1874",,,,
10115,,,13,Schizopoda,125,Thysanoessa,macrura,G. O Sars,South of Buenos Ayres ,1,"February 14, 1876",,,,
10116,,,13,Schizopoda,127,Nematoscelis ,megalops,G. O Sars,Off Nova Scotia,1,"May 21, 1873",,,,
10117,,331,13,Schizopoda,127,Nematoscelis ,megalops,G. O Sars,,1,,,,,
10118,,332,13,Schizopoda,127,Nematoscelis ,megalops,G. O Sars,,1,,,,,
10119,,333,13,Schizopoda,127,Nematoscelis ,megalops,G. O Sars,,1,,,,,
10120,,,13,Schizopoda,131,Nematoscelis ,microps,G. O Sars,North of the Sandwich Islands,3,"April 29, 1876",,,,
10121,,,13,Schizopoda,131,Nematoscelis ,microps,G. O Sars,North Atlantic ,3,"April 29, 1876",,,,
10122,,,13,Schizopoda,133,Nematoscelis ,tenella,G. O Sars,South of Cape of Good Hope,3,"December 19, 1873",,,,
10123,,,13,Schizopoda,133,Nematoscelis ,tenella,G. O Sars,"Samboangan to Ilo Ilo, Philippines ",1,"October 27, 1874",,,,
10124,,,13,Schizopoda,133,Nematoscelis ,tenella,G. O Sars,"Mindanao, Philippines",1,October 1874,,,,
10125,,,13,Schizopoda,133,Nematoscelis ,tenella,G. O Sars,Tropical Atlantic ,1,"April 9, 1876",,,,
10126,,,13,Schizopoda,133,Nematoscelis ,tenella,G. O Sars,Off coast of Africa (Atlantic),1,"April 13, 1876",,,,
10127,,104,13,Schizopoda,174,Petalophtalmus ,armiger,Willemoes-Suhm,,1,2500 Fathoms,,,,
10128,,147,13,Schizopoda,178,Boreomysis,scyphops,G. O Sars,,1,Very Great Depths,,,,
10129,,157,13,Schizopoda,178,Boreomysis,scyphops,G. O Sars,,1,Very Great Depths,,,,
10130,,158,13,Schizopoda,178,Boreomysis,scyphops,G. O Sars,,1,Very Great Depths,,,,
10131,,232,13,Schizopoda,182,Boreomysis,obtusata,G. O Sars,,1,,,,,
10132,,252,13,Schizopoda,182,Boreomysis,obtusata,G. O Sars,,1,,,,,
10133,,50,13,Schizopoda,184,Boreomysis,microps,G. O Sars,Nova Scotia ,1,,,,,
10134,,147,13,Schizopoda,186,Amblyops,crozetii,"Willemoes-Suhm, MS.",Crozet islands,1,Diatom ooze,,,,
10135,,153,13,Schizopoda,189,Pseudomma,sarsii,"Willemoes-Suhm, MS.",Antarctic Ocean,1,,,,,
10136,,161,13,Schizopoda,191,Pseudomma,australe,G. O Sars,"Port Philip, Bass Strait",1,,,,,
10137,,141,13,Schizopoda,193,Anchialus ,typicus ,Kroyer,,1,,,,,
10138,,141,Zoology Vol 13,Schizopoda,14,Lophogaster,typicus,M. Sars,,1,,,,,
10139,,142,Zoology Vol 13,Schizopoda,14,Lophogaster,typicus,M. Sars,,1,,,,,
10140,, ,Zoology Vol 13,Schizopoda,17,Ceratolepis,hamata,G. O. Sars,"Pacific Ocean, between Api (New Hebrides) and Cape York (Australia)",1,Collected from the surface,,,,
10141,,191,Zoology Vol 13,Schizopoda,30,Gnathophausia,ingens,Dohrn,,1,,,,,
10142,,69,Zoology Vol 13,Schizopoda,33,Gnathophausia,gigas,Willemoes-Suhm,,1,,,,,
10143,,191,Zoology Vol 13,Schizopoda,35,Gnathophausia,calcarata,G. O. Sars,,1,,,,,
10144,,195,Zoology Vol 13,Schizopoda,38,Gnathophausia,willemoesii,G. O. Sars,,1,,,,,
10145,,107,Zoology Vol 13,Schizopoda,41,Gnathophausia,affinis,G. O. Sars,,1,,,,,
10146,,174c,Zoology Vol 13,Schizopoda,42,Gnathophausia,elegans,G. O. Sars,,1,,,,,
10147,,73,Zoology Vol 13,Schizopoda,44,Gnathophausia,zoea,Willemoes-Suhm,,1,,,,,
10148,,106,Zoology Vol 13,Schizopoda,44,Gnathophausia,zoea,Willemoes-Suhm,,1,,,,,
10149,,126,Zoology Vol 13,Schizopoda,44,Gnathophausia,zoea,Willemoes-Suhm,,1,,,,,
10150,,171,Zoology Vol 13,Schizopoda,44,Gnathophausia,zoea,Willemoes-Suhm,,1,,,,,
10151,,200,Zoology Vol 13,Schizopoda,46,Gnathophausia,longispina,G. O. Sars,,1,,,,,
10152,,107,Zoology Vol 13,Schizopoda,48,Gnathophausia,gracilis,Willemoes-Suhm,,1,,,,,
10153,,158,Zoology Vol 13,Schizopoda,51,Chalaraspis,alata,Willemoes-Suhm,,1,,,,,
10154,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"North Atlantic, between the Azores and Bermuda",1,"June 18, 19, 1873",,,,
10155,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Tropical Atlantic, off African coast",1,"August 16, 1873",,,,
10156,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"South Atlantic, south-east of Rio de Janeiro",1,"October 5, 1873",,,,
10157,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,South of Cape of Good Hope,1,"December 19, 1873",,,,
10158,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Pacific, off Kanadavu, Fiji Islands",1,"August 11, 12, 1874",,,,
10159,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"West Pacific, Api to Cape York",1,"August 25, 26, 1874",,,,
10160,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Australian Sea, Sidney to Wellington",1,No data recorded,,,,
10161,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Celebes Sea, off Mindanao, Philippine Islands",1,"February 6, 1875",,,,
10162,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,North of New Guinea,1,February 1875,,,,
10163,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,North of New Guinea,1,"March 13, 1875",,,,
10164,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"North Pacific, south of Japan",1,"April 3, 1875",,,,
10165,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"North Pacific, east of Japan",1,"June 23, 1875",,,,
10166,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"North Pacific, further east",1,"July 4, 1875",,,,
10167,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"North Pacific, Japan to Honolulu",1,July 1875,,,,
10168,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Tropical Pacific, south of the Sandwich Islands",1,August and September 1875,,,,
10169,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Tropical Pacific, south of the Sandwich Islands",1,"August 24, 1875",,,,
10170,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"South Pacific, about midway between New Zealand and Chili",1,"October 18, 1875",,,,
10171,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"South Pacific, about midway between New Zealand and Chili",1,"October 21, 1875",,,,
10172,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Tropical Atlantic, off African coast",1,"April 13, 1876",,,,
10173,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"Tropical Atlantic, off St. Vincent, Cape Verde Islands",1,"April 26, 1876",,,,
10174,,,Zoology Vol 13,Schizopoda,75,Euphausia,pellucida,Dana,"North Atlantic, between the Azores and Bermuda",1,"April 28, 1876",,,,
10175,,320,Zoology Vol 13,Schizopoda,79,Euphausia,similis,G. O. Sars,,1,,,,,
10176,,,Zoology Vol 13,Schizopoda,80,Euphausia,splendens,Dana,Off Cape of Good Hope,1,"Decemeber 17, 18, 1873",,,,
10177,,,Zoology Vol 13,Schizopoda,80,Euphausia,splendens,Dana,"South Pacific, about midway between New Zealand and Chili",1,"October 21, 1875",,,,
10178,,,Zoology Vol 13,Schizopoda,80,Euphausia,splendens,Dana,"South Atlantic, Cape Virgins to Falkland Islands",1,"January 21, 1876",,,,
10179,,,Zoology Vol 13,Schizopoda,80,Euphausia,splendens,Dana,"South Atlantic, Falkland to Buenos Ayres",1,"February 11, 1876",,,,
10180,,,Zoology Vol 13,Schizopoda,82,Euphausia,murrayi,G. O. Sars,"Southern Ocean, off Kerguelen",1,"In trawl, 96 fathoms, January 27, 1874",,,,
10181,,154,Zoology Vol 13,Schizopoda,82,Euphausia,murrayi,G. O. Sars,"Antarctic Ocean, near ice barrier",1,,,,,
10182,,154,Zoology Vol 13,Schizopoda,84,Euphausia,superba,Dana,,1,,,,,
10183,,153,Zoology Vol 13,Schizopoda,86,Euphausia,antarctica,G. O. Sars,,1,,,,,
10184,,152,Zoology Vol 13,Schizopoda,86,Euphausia,antarctica,G. O. Sars,,1,Young specimens and larvae of same species,,,,
10185,,156,Zoology Vol 13,Schizopoda,86,Euphausia,antarctica,G. O. Sars,,1,Young specimens and larvae of same species,,,,
10186,,,Zoology Vol 13,Schizopoda,87,Euphausia,mucronata,G. O. Sars,"South Pacific, off the coast of Chili",1,"Taken from surface, November 18, 1875",,,,
10187,,,Zoology Vol 13,Schizopoda,89,Euphausia,gracilis,Dana,"Tropical Atlantic, off African coast",1,"August 16, 1873",,,,
10188,,,Zoology Vol 13,Schizopoda,89,Euphausia,gracilis,Dana,"Australian Seas, off Port Jackson",1,"June 8, 1874",,,,
10189,,,Zoology Vol 13,Schizopoda,89,Euphausia,gracilis,Dana,"West Pacific, Api to Cape York",1,"August 25, 1874",,,,
10190,,,Zoology Vol 13,Schizopoda,89,Euphausia,gracilis,Dana,"Celebes Sea, off Mindanao",1,"Fevruary 6, 1875",,,,
10191,,,Zoology Vol 13,Schizopoda,89,Euphausia,gracilis,Dana,Tropical Pacific,1,"August to September, 1875",,,,
10192,,,Zoology Vol 13,Schizopoda,89,Euphausia,gracilis,Dana,"Tropical Atlantic, off St. Vincent, Cape Verde Islands",1,"April 26, 1876",,,,
10193,,,Zoology Vol 13,Schizopoda,91,Euphausia,gibba,G. O. Sars,"Atlantic, between Tenerife and St. Thomas",1,"February to March, 1873",,,,
10194,,,Zoology Vol 13,Schizopoda,91,Euphausia,gibba,G. O. Sars,"Pacific, off Kanadavu, Fiji Islands",1,"August 11, 12, 1874",,,,
10195,,,Zoology Vol 13,Schizopoda,91,Euphausia,gibba,G. O. Sars,"West Pacific, Api to Cape York",1,"August 25, 1874",,,,
10196,,,Zoology Vol 13,Schizopoda,93,Euphausia,spinifera,G. O. Sars,South of Australia,1,"lat. 48° 18'S., long. 30° 11'E, May 9, 10, 1874",,,,
10197,,,Zoology Vol 13,Schizopoda,93,Euphausia,spinifera,G. O. Sars,"South Pacific, about midway between New Zealand and Chili",1,"October 21, 1875",,,,
10198,,,Zoology Vol 13,Schizopoda,93,Euphausia,spinifera,G. O. Sars,South Pacific,1,"October 22, 1875",,,,
10199,,161,Zoology Vol 13,Schizopoda,197,Anchialus,angustus,G. O. Sars,,1,,,,,
10200,,199,Zoology Vol 13,Schizopoda,200,Anchialus,pusillus,G. O. Sars,,2,,,,,
10201,,161,Zoology Vol 13,Schizopoda,202,Mysidopis,incisa,G. O. Sars,,1,,,,,
10202,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,Between Tenerife and St. Thomas,1,,,,,
10203,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,North Atlantic,1,"June 18 to 19, 1873",,,,
10204,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,South Atlantic,1,"October 5, 1873",,,,
10205,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,"Australian Seas, Sydney to Wellington",1,"June 17, 1874",,,,
10206,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,North Pacific,1,"April 3, 1875",,,,
10207,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,North Pacific,1,"July 23, 1875",,,,
10208,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,Pacific Ocean,1,"August to September, 1875",,,,
10209,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,South Pacific,1,"October 18, 1875",,,,
10210,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,South Pacific,1,"October 19, 1875",,,,
10211,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,South Pacific,1,"October 22, 1875",,,,
10212,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,"South Pacific, off coast of Chili",1,"November 17, 1875",,,,
10213,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,South Atlantic,1,"March 3 to 5, 1876",,,,
10214,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,South Atlantic,1,"March 14, 1876",,,,
10215,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,"North Atlantic, off Cape Verde",1,"April 26, 1876",,,,
10216,,,Zoology Vol 13,Schizopoda,205,Siriella,thompsoni,M. Edwards,North Atlantic,1,"April 29, 1876",,,,
10217,,,Zoology Vol 13,Schizopoda,205,Siriella,gracilis,Dana,Arafura Sea,1,"September 13, 1874",,,,
10218,,,Zoology Vol 13,Schizopoda,205,Siriella,gracilis,Dana,"Off Samboangan, Mindanao, Philippine Islands",1,"February 5, 1875",,,,
10219,,,Zoology Vol 13,Schizopoda,205,Siriella,gracilis,Dana,North of New Guinea,1,"February, 1875",,,,
10220,,,Zoology Vol 13,Schizopoda,205,Siriella,gracilis,Dana,North Pacific,1,"April 3, 1875",,,,
10221,,,Zoology Vol 13,Schizopoda,205,Siriella,gracilis,Dana,Tropical Pacific,1,"August 24, 1875",,,,
10222,,,Zoology Vol 13,Schizopoda,205,Siriella,gracilis,Dana,Tropical Pacific,1,"August to September, 1875",,,,
10223,,244,Zoology Vol 13,Schizopoda,211,Euchaetomera,typica,G. O. Sars,,1,,,,,
10224,,246,Zoology Vol 13,Schizopoda,211,Euchaetomera,typica,G. O. Sars,,1,,,,,
10225,,252,Zoology Vol 13,Schizopoda,211,Euchaetomera,typica,G. O. Sars,,1,,,,,
10226,,,Zoology Vol 13,Schizopoda,214,Euchaetomera,tenuis,G. O. Sars,"South Pacific, off coast of Chili",1,"November 18, 1875",,,,
10227,,,Zoology Vol 13,Schizopoda,216,Heteromysis,bermudensis,n. sp.,Bermuda Islands,1,,,,,
10228,,169,Zoology Vol 13,Gephyrea,6,Sternaspis,princeps,n. sp.,,,,,,,
10229,,,Zoology Vol 13,Gephyrea,6,echiurus,unicinctus,von Drasche,inland sea japan,,,,,,
10230,,77,Zoology Vol 13,Gephyrea,7,Thalassema,faex,n. sp.,,,,,,,HMS Porcupine
10231,,,Zoology Vol 13,Gephyrea,8,Thalassema,baronii,Greeff,Bahia,,7 to 20 fathoms,,,,
10232,,47,Zoology Vol 13,Gephyrea,9,Bonellia ,suhmii,n.sp.,,,,,,,
10233,,30,Zoology Vol 13,Gephyrea,10,Phascolosoma,vulgare,de Blainville.,,,,,,,HMS Porcupine
10234,,90,Zoology Vol 13,Gephyrea,11,Phascolosoma,vulgare,de Blainville.,,,,,,,HMS Porcupine
10235,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,mediterranen,,,,,,HMS Porcupine
10236,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,west coast of europe st.vaast la Hongue,,,,,,HMS Porcupine
10237,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,st. malo,,,,,,HMS Porcupine
10238,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,Roscoff,,,,,,HMS Porcupine
10239,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,Bergon,,,,,,HMS Porcupine
10240,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,North sea,,,,,,HMS Porcupine
10241,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,English Coast,,,,,,HMS Porcupine
10242,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,"vulgare, var. astuta",nov.,Red Sea,,,,,,HMS Porcupine
10243,,,Zoology Vol 13,Gephyrea,11,Phascolosoma,pudicum,n.sp.,"Kerguelen, cape Maclear",3,30 fathoms january 21 1874,,,,
10244,,149H,Zoology Vol 13,Gephyrea,12,Phascolosoma,pudicum,n.sp.,,numerous,29th January 1874,,,,
10245,,,Zoology Vol 13,Gephyrea,12,Phascolosoma,pudicum,n.sp.,Kerguelen,1,10 to 100 fathoms,,,,
10246,,,Zoology Vol 13,Gephyrea,12,Phascolosoma,capense,Teuscher,sea point near cape town,,shallow water,,,,
10247,,214,Zoology Vol 13,Gephyrea,12,Phascolosoma,prioki,Sluiter,,,,,,,
10248,,323,Zoology Vol 13,Gephyrea,13,Phascolosoma,catharinae,Fritz Muller,,,,,,,
10249,,241,Zoology Vol 13,Gephyrea,13,Phascolosoma,flagriferum,n. sp.,,,,,,,
10250,,44,Zoology Vol 13,Gephyrea,13,Phascolosoma,flagriferum,n. sp.,,,,,,,
10251,,,Zoology Vol 13,Gephyrea,14,Dendrostoma,blandum,Selenka and de Man.,Yokohama (Japan),1,"5 to 25 Fathoms, May 6th 1875",,,,
10252,,`6,Zoology Vol 13,Gephyrea,15,Phascolion,squamatum,Koren and Danielssen.,,,,,,,Porcupine
10253,,47,Zoology Vol 13,Gephyrea,15,Phascolion,squamatum,Koren and Danielssen.,,,,,,,Porcupine
10254,,36,Zoology Vol 13,Gephyrea,15,Phascolion,squamatum,Koren and Danielssen.,,,,,,,Porcupine
10255,,10,Zoology Vol 13,Gephyrea,15,Phascolion,squamatum,Koren and Danielssen.,,,24th August 1882,,,,Triton
10256,,157,Zoology Vol 13,Gephyrea,16,Phascolion,lutense,n. sp.,,2,,,,,
10257,,156,Zoology Vol 13,Gephyrea,16,Phascolion,lutense,n. sp.,,1,several mud tubes,,,,
10258,,49,Zoology Vol 13,Gephyrea,17,Phascolion,tubicola,Verrill,,,may 20 1873,,,,
10259,,195,Zoology Vol 13,Gephyrea,18,Phascolion,botulus,n. sp.,,,october 3rd 1874,,,,
10260,,,Zoology Vol 13,Gephyrea,18,Phascolion,strombi,(Montagu),"Killibegs Harbour, Ireland",,24th June 1869,,,,HMS Porcupine
10261,,,Zoology Vol 13,Gephyrea,19,Aspidosiphon,speculator,n. sp.,St. Vincent Cape Verde Islands,,shallow water,,,,
10262,,201,Zoology Vol 13,Gephyrea,20,Aspidosiphon,truncatus,Keferstein,,,,,,,
10263,,,Zoology Vol 13,Gephyrea,21,Phymosoma,japonicum,Grube.,Port Jackson,2,shallow water,,,,
10264,,208,Zoology Vol 13,Gephyrea,21,Phymosoma,scolops,Selenka and de Man.,,,january 7th 1875,,,,
10265,,30,Zoology Vol 13,Gephyrea,22,Sipunculus,nudus,Linne,,1,2nd August 1870,,,,Porcupine
10266,,22,Zoology Vol 13,Gephyrea,22,Sipunculus,nudus,Linne,,,,,,,Porcupine
10267,,210,Zoology Vol 13,Gephyrea,23,Chaetoderma,militare,n. sp.,,,25 january 1875,,,,
10268,,,Zoology Vol 14,Holothuroidea,159,Stichopus,mobii,Semper,Bermuda,1,,,,,
10269,,,Zoology Vol 14,Holothuroidea,159,Stichopus,chloronotus,Brandt,Tongatabu,1,,,,,
10270,,,Zoology Vol 14,Holothuroidea,159,Stichopus,chloronotus,Brandt,Fiji Islands,5,,,,,
10271,"March 14, 1875",,Zoology Vol 14,Holothuroidea,160,Stichopus,japonicus,Selenka,Japan,1,,from pools,,,
10272,May 1875,,Zoology Vol 14,Holothuroidea,161,Stichopus,japonicus var. typicus,nov.,Japan,2,,,,,
10273,,,Zoology Vol 14,Holothuroidea,162,Stichopus,haytiensis,Semper,Bermuda,1,"a single, incomplete individual",,,,
10274,,,Zoology Vol 14,Holothuroidea,162,Stichopus,variegatus,Semper,Zebu Reefs,1,,,,,
10275,,148A,Zoology Vol 14,Holothuroidea,163,Stichopus,challengeri,n.sp.,,1,,,,,
10276,,300,Zoology Vol 14,Holothuroidea,164,Stichopus (?),torvus,n.sp.,,1,,,,,
10277,,306A,Zoology Vol 14,Holothuroidea,165,Stichopus,moseleyi,n.sp.,,4,,,,,
10278,,308,Zoology Vol 14,Holothuroidea,165,Stichopus,moseleyi,n.sp.,,2,,,,,
10279,,311,Zoology Vol 14,Holothuroidea,165,Stichopus,moseleyi,n.sp.,,,"""several specimens""",,,,
10280,,167A,Zoology Vol 14,Holothuroidea,167,Stichopus,sordidus,n.sp.,,8,,,,,
10281,,,Zoology Vol 14,Holothuroidea,168,Stichopus,godeffroyi var. b,Semper,Sandwich Islands,1,,,,,
10282,,,14,Holothuridia,179,Holothuria,impatiens,Forskaal,Fiji Islands,1,,,,,
10283,,,14,Holothuridia,179,Holothuria,impatiens,Forskaal,Sandwich Islands,1,,,,,
10284,,,14,Holothuridia,180,Holothuria,vagabunda,Selenka,Tongatabu,1,,,,,
10285,,,14,Holothuridia,180,Holothuria,vagabunda,Selenka,samboangan ,1,Phillipine islands,,,,
10286,,,14,Holothuridia,180,Holothuria,vagabunda,Selenka,Fiji Islands,1,,,,,
10287,,,14,Holothuridia,181,Holothuria,atra,Jaeger,amboina,1,,,,,
10288,,,14,Holothuridia,181,Holothuria,atra,Jaeger,Fiji Islands,1,,,,,
10289,,177,14,Holothuridia,181,Holothuria,atra,Jaeger,,1,,,,,
10290,,,14,Holothuridia,181,Holothuria,curiosa,Ludwig,samboangan ,1,,,,,
10291,,,14,Holothuridia,182,Holothuria,fusco-rubra,n.sp.,Sandwich Islands,1,,,,,
10292,,78,14,Holothuridia,183,Holothuria,lactea,n.sp.,,1,,,,,
10293,,169,14,Holothuridia,183,Holothuria,lactea,n.sp.,,1,,,,,
10294,,237,14,Holothuridia,184,Holothuria,thomsoni,n.sp.,,1,incomplete specimen,,,,
10295,,244,14,Holothuridia,184,Holothuria,thomsoni,n.sp.,,3,,,,,
10296,,158,14,Holothuridia,185,Holothuria,"thomsoni, var. hyalina",nov.,,1,,,,,
10297,,300,14,Holothuridia,185,Holothuria,murrayi,n.sp.,,2,,,,,
10298,,219,14,Holothuridia,186,Holothuria,"murrayi, var. parva",nov.,,1,,,,,
10299,,V.,14,Holothuridia,187,Holothuria,murrayi,var.?,,1,unsure as to whether this was a variation,,,,
10300,,,Zoology Vol 14,Holothurioidea,149,Orcula,barthii,"Troschel, Lutken, Duncan and Sladen",Greenland,1,,,,,
10301,,,Zoology Vol 14,Holothurioidea,149,Orcula,barthii,"Troschel, Lutken, Duncan and Sladen",Labrador Sea of Kara,1,,,,,
10302,,,Zoology Vol 14,Holothurioidea,149,Orcula,barthii,"Troschel, Lutken, Duncan and Sladen",Spitzbergen,1,,,,,
10303,,,Zoology Vol 14,Holothurioidea,149,Orcula,limaconotus,Brandt,Boninsima,1,,,,,
10304,,,Zoology Vol 14,Holothurioidea,149,Orcula,tenera,Ludwig,Upolu in Navigator Islands,1,,,,,
10305,,,Zoology Vol 14,Holothurioidea,149,Orcula,hypsipyrga,von Maranzeller,Japan or China,1,,,,,
10306,,,Zoology Vol 14,Holothurioidea,150,Orcula,cucumiformis,Semper,Cape York,1,,,,,
10307,,,Zoology Vol 14,Holothurioidea,150,Orcula,cucumiformis,Semper,Port Molle,1,,,,,
10308,,,Zoology Vol 14,Holothurioidea,150,Orcula,punctata,Selenka,Charleston,1,,,,,
10309,,,Zoology Vol 14,Holothurioidea,150,Orcula,lapidifera,"Lesueur, Semper",St. Bartholomew,1,Possibly belonging to another Genus (Phyllophorus lapidefera?),,,,
10310,,,Zoology Vol 14,Holothurioidea,150,Phyllophorus,perspicillum,"Selenka, Semper",Sydney,1,Further investigations are required to prove whther this species belongs to genus Orcula,,,,
10311,,,Zoology Vol 14,Holothurioidea,151,Phyllophorus,ehrenbergii,"Selenka, Semper",Red Sea,1,,,,,
10312,,,Zoology Vol 14,Holothurioidea,151,Phyllophorus,frauenfeldi,Ludwig,Red Sea,1,Phyllophorus n. sp. Semper,,,,
10313,,,Zoology Vol 14,Holothurioidea,151,Phyllophorus,dobsoni,Bell,Bay of Honduras,1,,,,,
10314,,,Zoology Vol 14,Holothurioidea,152,Phyllophorus,proteus,Bell,Port Molle,1,,,,,
10315,,,Zoology Vol 14,Holothurioidea,152,Phyllophorus,proteus,Bell,Clairmont Island,1,,,,,
10316,,,Zoology Vol 14,Holothurioidea,152,Phyllophorus,proteus,Bell,Thursday Island,1,,,,,
10317,,,Zoology Vol 14,Holothurioidea,152,Phyllophorus,proteus,Bell,Alert Island,1,,,,,
10318,,,Zoology Vol 14,Holothurioidea,152,Phyllophorus,gracilis,"Selenka, Semper",Red Sea,1,,,,,
10319,,,Zoology Vol 14,Holothurioidea,152,Phyllophorus,urna,Grube,Mediterranean Sea,1,"Also lists Holothuria penicillus, Phyllophorus penicillus",,,,
10320,,,Zoology Vol 14,Holothurioidea,153,Phyllophorus,holothurioides,Ludwig,?,1,,,,,
10321,,,Zoology Vol 14,Holothurioidea,153,Phyllophorus,granulatus,"Grube, Sars",Mediterranean Sea,1,,,,,
10322,,,Zoology Vol 14,Holothurioidea,154,Rhopalodina,lageniformis,"Gray, Semper, Ludwig",Congo coast,1,,,,,
10323,,298,Zoology Vol 14,Holothurioidea,154,Paelopatides,confundens,n. sp.,,3,,,,,
10324,,299,Zoology Vol 14,Holothurioidea,154,Paelopatides,confundens,n. sp.,,1,"Macerated individual, length 235mm breadth 70mm, Polian vesicles 30mm long",,,,
10325,,300,Zoology Vol 14,Holothurioidea,154,Paelopatides,confundens,n. sp.,,6,"colour dark violet, sometimes almost black. Largest specemin measures in lenfth slightly more than 300mm with 19 tentacles",,,,
10326,,207,Zoology Vol 14,Holothurioidea,157,Pelopatides,aspera,n. sp.,,1,,,,,
10327,,235,Zoology Vol 14,Holothurioidea,158,Paelopatides,appendiculata,n. sp.,,3,,,,,
10328,,309A,14,Holothuroidea,169,Pseudostichopus,mollis,n. sp. ,,6,,,,,
10329,,311,14,Holothuroidea,169,Pseudostichopus,mollis,n. sp. ,,1,,,,,
