ID,Date,Station,Vol,Taxa,PageNumber,Genus,Species,Tax auth,Area,No Specimens,Notes,depth (fathoms),lat,long,Expedition if not challenger,WoRMS ID,WoRMS Taxa
14657,,269,18,Radiolaria,445,Heliodiscus,trigonodon,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14658,,270,18,Radiolaria,445,Heliodiscus,trigonodon,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14659,,271,18,Radiolaria,445,Heliodiscus,trigonodon,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14660,,272,18,Radiolaria,445,Heliodiscus,trigonodon,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14661,,273,18,Radiolaria,445,Heliodiscus,trigonodon,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14662,,274,18,Radiolaria,445,Heliodiscus,trigonodon,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14663,,253,18,Radiolaria,446,Heliodiscus,glyphodon,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14664,,265,18,Radiolaria,447,Heliodiscus,polymorphus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14665,,266,18,Radiolaria,447,Heliodiscus,polymorphus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14666,,267,18,Radiolaria,447,Heliodiscus,polymorphus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14667,,268,18,Radiolaria,447,Heliodiscus,polymorphus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14668,,,18,Radiolaria,447,Heliodiscus,phacodiscus,Haeckel,Canary Islands (Lanzerote),1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14669,,272,18,Radiolaria,448,Heliodiscus,echiniscus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:413060,Radiozoa
14670,,241,18,Radiolaria,448,Heliodiscus,pertusus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14671,,242,18,Radiolaria,448,Heliodiscus,pertusus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14672,,243,18,Radiolaria,448,Heliodiscus,pertusus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14673,,244,18,Radiolaria,448,Heliodiscus,pertusus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14674,,274,18,Radiolaria,448,Heliodiscus,cingillum,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14675,,265,18,Radiolaria,449,Heliodiscus,marginatus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14676,,266,18,Radiolaria,449,Heliodiscus,marginatus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14677,,267,18,Radiolaria,449,Heliodiscus,marginatus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14678,,268,18,Radiolaria,449,Heliodiscus,marginatus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:412927,Radiozoa
14679,,271,18,Radiolaria,451,Heliodrymus,dendrocyclus,n. sp.,,1,Surface,,,,,,
14680,,265,18,Radiolaria,451,Heliodrymus,furcatus,n. sp.,,1,Surface,,,,,,
14681,,254,18,Radiolaria,452,Heliodrymus,setosus,n. sp.,,1,Surface,,,,,,
14682,,288,18,Radiolaria,452,Heliodrymus,ramosus,n. sp.,,1,Surface,,,,,,
14683,,271,18,Radiolaria,452,Heliodrymus,viminalis,n. sp.,,1,Surface,,,,,,
14684,,265,18,Radiolaria,453,Astrophacus,asteriscus,n. sp.,,1,,,,,,,
14685,,354,18,Radiolaria,453,Astrophacus,trochiscus,n. sp.,,1,Surface,,,,,,
14686,,274,18,Radiolaria,554,Myelastrum,farfalla,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14687,,241,18,Radiolaria,554,Myelastrum,papilio,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14688,,272,18,Radiolaria,554,Myelastrum,decaceros,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14689,,270,18,Radiolaria,554,Myelastrum,dodecaceros,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14690,,288,18,Radiolaria,555,Myelastrum,ciliatum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14691,,253,18,Radiolaria,555,Myelastrum,lobatum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14692,,274,18,Radiolaria,555,Myelastrum,rotula,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14693,,271,18,Radiolaria,555,Myelastrum,giganteum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14694,,237,18,Radiolaria,556,Myelastrum,anomalum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:367316,Radiozoa
14695,,272,18,Radiolaria,556,Pentalastrum,asteracanthion,n. sp.,,1,,,,,,,
14696,,263,18,Radiolaria,556,Pentalastrum,astropecten,n. sp.,,1,,,,,,,
14697,,274,18,Radiolaria,557,Pentalastrum,ophidiaster,n. sp.,,1,Surface,,,,,,
14698,,288,18,Radiolaria,557,Pentalastrum,cometa,n. sp.,,1,Surface,,,,,,
14699,,266,18,Radiolaria,557,Pentinastrum,asteriscus,n. sp.,,1,,,,,,,
14700,,295,18,Radiolaria,558,Pentinastrum,goniaster,n. sp.,,1,,,,,,,
14701,,347,18,Radiolaria,558,Pentophiastrum,dicranastrum,n. sp.,,1,,,,,,,
14702,,353,18,Radiolaria,559,Pentophiastrum,caudatum,n. sp.,,1,,,,,,,
14703,,332,18,Radiolaria,559,Pentophiastrum,forcipatum,n. sp.,,1,,,,,,,
14704,,274,18,Radiolaria,559,Hexalastrum,palmanthum,n. sp.,,1,,,,,,,
14705,,268,18,Radiolaria,559,Hexalastrum,crinanthum,n. sp.,,1,,,,,,,
14706,,266,18,Radiolaria,560,Hexalastrum,orchidaceum,n. sp.,,1,,,,,,,
14707,,272,18,Radiolaria,560,Hexinastrum,geryonidum,n. sp.,,1,,,,,,,
14708,,354,18,Radiolaria,624,Larnacantha,decacantha,n. sp.,,1,Surface,,,,,,
14709,,265,18,Radiolaria,624,Larnacantha,dodecantha,n. sp.,,1,,,,,,,
14710,,271,18,Radiolaria,624,Larnacantha,drymacantha,n. sp.,,1,,,,,,,
14711,,323,18,Radiolaria,625,Larnacoma,lentillipticum,n. sp.,,1,,,,,,,
14712,,335,18,Radiolaria,625,Larnacoma,quadruplex,n. sp.,,1,,,,,,,
14713,,332,18,Radiolaria,625,Larnacoma,hexagonium,n. sp.,,1,,,,,,,
14714,,319,18,Radiolaria,626,Larnacospongus,larnacillifer,n. sp.,,1,Surface,,,,,,
14715,,332,18,Radiolaria,626,Larnacospongus,tetrapylifer,n. sp.,,1,Surface,,,,,,
14716,,150,18,Radiolaria,627,Larnacostupa,spinosa,n. sp.,,1,Surface,,,,,,
14717,,154,18,Radiolaria,627,Larnacostupa,dendrophora,n. sp.,,1,Surface,,,,,,
14718,,271,18,Radiolaria,633,Monozonium,primordiale,n. sp.,,1,Surface,,,,,,
14719,,241,18,Radiolaria,633,Monozonium,alatum,n. sp.,,1,Surface,,,,,,
14720,,270,18,Radiolaria,664,Tholartus,tricolus,n. sp.,,1,,,,,,,
14721,,270,18,Radiolaria,664,Tholartus,isocolus,n. sp.,,1,,,,,,,
14722,,295,18,Radiolaria,665,Tholartus,tripanis,n. sp.,,1,Surface,,,,,,
14723,,244,18,Radiolaria,665,Tholartus,sagitta,n. sp.,,1,Surface,,,,,,
14724,,225,18,Radiolaria,665,Tholodes,cupula,n. sp.,,1,,,,,,,
14725,,272,18,Radiolaria,666,Amphitholus,artiscus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:604947,Myzozoa
14726,,241,18,Radiolaria,666,Amphitholus,artidium,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:604947,Myzozoa
14727,,332,18,Radiolaria,667,Amphitholus,octacanthus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:604947,Myzozoa
14728,,256,18,Radiolaria,667,Amphitholus,dodecanthus,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:604947,Myzozoa
14729,,300,18,Radiolaria,667,Amphitholus,acanthometra,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:493670,Radiozoa
14730,,353,18,Radiolaria,668,Amphitholus,armatus,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:604947,Myzozoa
14731,,332,18,Radiolaria,668,Amphitholus,polycanthus,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:604947,Myzozoa
14732,,302,18,Radiolaria,669,Amphitholonium,tricolonium,n. sp.,,1,,,,,,,
14733,,273,18,Radiolaria,669,Amphitholonium,octostylium,n. sp.,,1,,,,,,,
14734,,295,18,Radiolaria,669,Amphitholonium,acanthonium,n. sp.,,1,Surface,,,,,,
14735,,272,18,Radiolaria,670,Tholostaurus,quadrigatus,n. sp.,,1,Surface,,,,,,
14736,,265,18,Radiolaria,670,Tholostaurus,cruciformis,n. sp.,,1,,,,,,,
14737,,288,18,Radiolaria,671,Tholostaurus,tetrabelonis,n. sp.,,1,Surface,,,,,,
14738,,291,18,Radiolaria,671,Tholostaurus,octobelonis,n. sp.,,1,Surface,,,,,,
14739,,244,18,Radiolaria,671,Tholostaurus,dodecabelos,n. sp.,,1,,,,,,,
14740,,302,18,Radiolaria,672,Tholoma,quadrigeminum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:493673,Radiozoa
14741,,265,18,Radiolaria,672,Tholoma,metallasson,n. sp.,,1,,,,,,urn:lsid:marinespecies.org:taxname:493674,Radiozoa
14742,,323,18,Radiolaria,673,Staurotholus,quadratus,n. sp.,,1,,,,,,,
14743,,266,18,Radiolaria,673,Staurotholus,cruciatus,n. sp.,,1,,,,,,,
14744,,166,18,Radiolaria,673,Staurotholus,tetrastylus,n. sp.,,1,Surface,,,,,,
14745,,266,18,Radiolaria,735,Litholophus,pyramidalis,n. sp.,,1,Surface,,,,,,
14746,,332,18,Radiolaria,735,Litholophus,decastylus,n. sp.,,1,Surface,,,,,,
14747,,274,18,Radiolaria,736,Litholophus,ligurinus,Haeckel,,1,Surface,,,,,,
14748,,352,18,Radiolaria,736,Litholophus,rhipidium,Haeckel,,1,Surface,,,,,,
14749,,291,18,Radiolaria,736,Litholophus,fasciculus,n. sp.,,1,Surface,,,,,,
14750,,252,18,Radiolaria,736,Litholophus,penicillus,n. sp.,,1,Surface,,,,,,
14751,,297,18,Radiolaria,738,Chiastolus,amphicopium,n. sp.,,1,Surface,,,,,,
14752,,,18,Radiolaria,739,Acanthochiasma,rubescens,Krohn,"North Atlantic, Madeira, Krohn",1,,,,,,urn:lsid:marinespecies.org:taxname:368427,Radiozoa
14753,,,18,Radiolaria,739,Acanthochiasma,rubescens,Krohn,"Lanzerote, Haeckel",1,,,,,,urn:lsid:marinespecies.org:taxname:368427,Radiozoa
14754,,266,18,Radiolaria,739,Acanthochiasma,spirale,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:368427,Radiozoa
14755,,266,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14756,,267,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14757,,268,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14758,,269,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14759,,270,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14760,,271,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14761,,272,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14762,,273,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14763,,274,18,Radiolaria,743,Acanthometron,cyclindricum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14764,,354,18,Radiolaria,743,Acanthometron,bulbosum,Haeckel,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14765,,244,18,Radiolaria,743,Acanthometron,conicum,n. sp.,,1,Surface,,,,,urn:lsid:marinespecies.org:taxname:391880,Radiozoa
14766,,300,18,Radiolaria,824,Hystrichaspis,armata,n. sp.,,1,Surface,,,,,,
14767,,325,18,Radiolaria,824,Hystrichaspis,sulcata,n. sp.,,1,Surface,,,,,,
14768,,338,18,Radiolaria,824,Hystrichaspis,foveolata,n. sp.,,1,Surface,,,,,,
14769,,266,18,Radiolaria,824,Hystrichaspis,divaricata,n. sp.,,1,Surface,,,,,,
14770,,275,18,Radiolaria,825,Hystrichaspis,fruticata,n. sp.,,1,Surface,,,,,,
14771,,238,18,Radiolaria,825,Hystrichaspis,serrata,n. sp.,,1,Surface,,,,,,
14772,,235,18,Radiolaria,826,Coscinaspis,peripora,n. sp.,,1,Surface,,,,,,
14773,,257,18,Radiolaria,826,Coscinaspis,stigmopora,n. sp.,,1,Surface,,,,,,
14774,,274,18,Radiolaria,826,Coscinaspis,rhacopora,n. sp.,,1,,,,,,,
14775,,338,18,Radiolaria,826,Coscinaspis,coscinopora,n. sp.,,1,Surface,,,,,,
14776,,349,18,Radiolaria,827,Coscinaspis,polypora,n. sp.,,1,Surface,,,,,,
14777,,272,18,Radiolaria,827,Coscinaspis,orthopora,n. sp.,,1,Surface,,,,,,
14778,,,18,Radiolaria,827,Coscinaspis,parmipora,n. sp.,"North Atlantic, Canary Islands (Lanzerote),",1,Surface,,,,,,
14779,,218,18,Radiolaria,828,Coscinaspis,isopora,n. sp.,,1,Surface,,,,,,
14780,,215,18,Radiolaria,828,Coscinaspis,ceriopora,n. sp.,,1,Surface,,,,,,
14781,,325,18,Radiolaria,829,Acontaspis,lanceolata,n. sp.,,1,Surface,,,,,,
14782,,215,18,Radiolaria,829,Acontaspis,hastata,n. sp.,,1,,,,,,,
14783,,272,18,Radiolaria,829,Acontaspis,furcata,n. sp.,,1,Surface,,,,,,
14784,,244,18,Radiolaria,830,Acontaspis,capillata,n. sp.,,1,Surface,,,,,,
14785,,268,18,Radiolaria,831,Stauraspis,cruciata,n. sp.,,1,Surface,,,,,,
14786,,290,18,Radiolaria,831,Stauraspis,xiphacantha,n. sp.,,1,Surface,,,,,,
14787,,266,18,Radiolaria,832,Stauraspis,furcata,n. sp.,,1,Surface,,,,,,
14788,,343,18,Radiolaria,832,Stauraspis,stauracantha,n. sp.,,1,Surface,,,,,,
14789,,253,18,Radiolaria,832,Echinaspis,dichotoma,n. sp.,,1,Surface,,,,,,
14790,,333,18,Radiolaria,833,Echinaspis,diadema,n. sp.,,1,Surface,,,,,,
14791,,266,18,Radiolaria,833,Echinaspis,echinoides,n. sp.,,1,Surface,,,,,,
14792,,332,18,Radiolaria,833,Zonaspis,fragilis,n. sp.,,1,Surface,,,,,,
14793,,268,18,Radiolaria,104,Siphonospoera,marginata,n. sp. ,,1,,,,,,,
14794,,225,18,Radiolaria,105,Siphonospoera,tubulosa,J. muller,,1,surface,,,,,,
14795,,265,18,Radiolaria,105,Siphonospoera,tubulosa,J. muller,,1,surface,,,,,,
14796,,268,18,Radiolaria,105,Siphonospoera,tubulosa,J. muller,,1,surface,,,,,,
14797,,348,18,Radiolaria,105,Siphonospoera,cyathina,n. sp. ,,1,surface,,,,,,
14798,,349,18,Radiolaria,105,Siphonospoera,cyathina,n. sp. ,,1,surface,,,,,,
14799,,350,18,Radiolaria,105,Siphonospoera,cyathina,n. sp. ,,1,surface,,,,,,
14800,,351,18,Radiolaria,105,Siphonospoera,cyathina,n. sp. ,,1,surface,,,,,,
14801,,352,18,Radiolaria,105,Siphonospoera,cyathina,n. sp. ,,1,surface,,,,,,
14802,,348,18,Radiolaria,105,Siphonospoera,patinaria,n. sp. ,,1,,,,,,,
14803,,332,18,Radiolaria,105,Siphonospoera,infundibulum,n. sp. ,,1,,,,,,,
14804,,165,18,Radiolaria,106,Siphonospoera,fragilis,n. sp. ,,1,surface,,,,,,
14805,,338,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14806,,339,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14807,,340,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14808,,341,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14809,,342,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14810,,434,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14811,,344,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14812,,345,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14813,,346,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14814,,347,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14815,,348,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14816,,349,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14817,,350,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14818,,351,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14819,,352,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14820,,353,18,Radiolaria,106,Siphonospoera,socialis,n. sp. ,,1,surface,,,,,,
14821,,266,18,Radiolaria,107,Siphonospoera,macrosiphonia,n. sp.,,1,surface,,,,,,
14822,,267,18,Radiolaria,107,Siphonospoera,macrosiphonia,n. sp.,,1,surface,,,,,,
14823,,268,18,Radiolaria,107,Siphonospoera,macrosiphonia,n. sp.,,1,surface,,,,,,
14824,,269,18,Radiolaria,107,Siphonospoera,macrosiphonia,n. sp.,,1,surface,,,,,,
14825,,270,18,Radiolaria,107,Siphonospoera,macrosiphonia,n. sp.,,1,surface,,,,,,
14826,,271,18,Radiolaria,107,Siphonospoera,macrosiphonia,n. sp.,,1,surface,,,,,,
14827,,272,18,Radiolaria,107,Siphonospoera,macrosiphonia,n. sp.,,1,surface,,,,,,
14828,,252,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14829,,253,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14830,,254,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14831,,255,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14832,,256,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14833,,257,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14834,,258,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14835,,259,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14836,,260,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14837,,261,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14838,,262,18,Radiolaria,107,Siphonospoera,serpula,n. sp. ,,1,,,,,,,
14839,,285,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14840,,286,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14841,,287,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14842,,288,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14843,,289,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14844,,290,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14845,,291,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14846,,292,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14847,,293,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14848,,294,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14849,,295,18,Radiolaria,107,Siphonospoera,chonophora,n. sp. ,,1,surface,,,,,,
14850,,242,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14851,,243,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14852,,244,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14853,,245,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14854,,246,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14855,,247,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14856,,248,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14857,,249,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14858,,250,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14859,,251,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14860,,252,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14861,,253,18,Radiolaria,108,Siphonospoera,pipetta,n. sp.,,1,surface,,,,,,
14862,,253,18,Radiolaria,108,Mazosphoera,hippotis,n. sp.,,1,,,,,,,
14863,,266,18,Radiolaria,108,Mazosphoera,lagotis,n. sp.,,1,,,,,,,
14864,,206,18,Radiolaria,109,Mazosphoera,loevis,Ehrenberg,,1,,,,,,,
14865,,225,18,Radiolaria,109,Mazosphoera,loevis,Ehrenberg,,1,,,,,,,
14866,,217,18,Radiolaria,109,Mazosphoera,apicata,Ehrenberg,,1,,,,,,,
14867,,268,18,Radiolaria,110,Trypanosphoera,trepanata,n. sp.,,1,,,,,,,
14868,,274,18,Radiolaria,110,Trypanosphoera,dentata,n. sp.,,1,,,,,,,
14869,,241,18,Radiolaria,110,Trypanosphoera,coronata,n. sp.,,1,,,,,,,
14870,,225,18,Radiolaria,110,Trypanosphoera,terebrata,n. sp. ,,1,,,,,,,
14871,,244,18,Radiolaria,111,Caminosphoera,furcata,n. sp. ,,1,,,,,,,
14872,,271,18,Radiolaria,111,Caminosphoera,elongata,n. sp. ,,1,,,,,,,
14873,,295,18,Radiolaria,112,Caminosphoera,dichotoma,n. sp. ,,1,,,,,,,
14874,,266,18,Radiolaria,112,Caminosphoera,dendophora,n. sp. ,,1,,,,,,,
14875,,270,18,Radiolaria,113,Solenosphoera,variabilis,Haeckel,,1,,,,,,,
14876,,271,18,Radiolaria,113,Solenosphoera,variabilis,Haeckel,,1,,,,,,,
14877,,272,18,Radiolaria,113,Solenosphoera,variabilis,Haeckel,,1,,,,,,,
14878,,266,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14879,,267,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14880,,268,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14881,,269,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14882,,270,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14883,,271,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14884,,272,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14885,,273,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14886,,274,18,Radiolaria,113,Solenosphoera,pandora,n. sp. ,,1,,,,,,,
14887,,354,18,Radiolaria,464,Amphicyclia,amphistyla,n. sp. ,,1,surface,,,,,,
14888,,332,18,Radiolaria,464,Amphicyclia,pachydiscus,n. sp. ,,1,,,,,,,
14889,,267,18,Radiolaria,465,Staurocyclia,cruciata,n. sp. ,,1,,,,,,,
14890,,335,18,Radiolaria,465,Staurocyclia,phacostaurus,n. sp.,,1,,,,,,,
14891,,268,18,Radiolaria,466,Astrocyclia,solaster,n. sp. ,,1,,,,,,,
14892,,332,18,Radiolaria,467,Astrocyclia,rotula,n. sp. ,,1,,,,,,,
14893,,,18,Radiolaria,467,Astrocyclia,arachina,n. sp. ,North Atlantic Canary Islands,1,,,,,,,
14894,,348,18,Radiolaria,468,Astrocyclia,heterocycla,n. sp. ,,1,,,,,,,
14895,,265,18,Radiolaria,468,Coccocyclia,liriantha,n. sp. ,,1,,,,,,,
14896,,268,18,Radiolaria,468,Coccocyclia,heliantha,n. sp. ,,1,,,,,,,
14897,,265,18,Radiolaria,469,Diplactura,diplobrachia,n. sp.,,1,,,,,,,
14898,,268,18,Radiolaria,470,Diplactura,diploconus,n. sp. ,,1,,,,,,,
14899,,263,18,Radiolaria,470,Amphiactura,amphibrachia,n. sp.,,1,,,,,,,
14900,,270,18,Radiolaria,471,Trigonactura,rhopalastrella,n. sp. ,,1,,,,,,,
14901,,271,18,Radiolaria,471,Trigonactura,rhopalastrella,n. sp. ,,1,,,,,,,
14902,,272,18,Radiolaria,471,Trigonactura,rhopalastrella,n. sp. ,,1,,,,,,,
14903,,273,18,Radiolaria,471,Trigonactura,rhopalastrella,n. sp. ,,1,,,,,,,
14904,,274,18,Radiolaria,471,Trigonactura,rhopalastrella,n. sp. ,,1,,,,,,,
14905,,244,18,Radiolaria,472,Trigonactura,trigonobrachia,n. sp.,,1,,,,,,,
14906,,332,18,Radiolaria,472,Trigonactura,lanceolata,n. sp. ,,1,,,,,,,
14907,,265,18,Radiolaria,472,Trigonactura,triacantha,n. sp. ,,1,,,,,,,
14908,,268,18,Radiolaria,472,Trigonactura,trigonodiscus,n. sp. ,,1,,,,,,,
14909,,272,18,Radiolaria,584,Stylotrochus,helianthus,n. sp. ,,1,,,,,,urn:lsid:marinespecies.org:taxname:1440110,Cnidaria
14910,,270,18,Radiolaria,585,Stylotrochus,geddesii,n. sp. ,,1,,,,,,urn:lsid:marinespecies.org:taxname:1440110,Cnidaria
14911,,271,18,Radiolaria,585,Stylotrochus,geddesii,n. sp. ,,1,,,,,,urn:lsid:marinespecies.org:taxname:1440110,Cnidaria
14912,,272,18,Radiolaria,585,Stylotrochus,geddesii,n. sp. ,,1,,,,,,urn:lsid:marinespecies.org:taxname:1440110,Cnidaria
