ID,Date,Station,Vol,Taxa,PageNumber,Genus,Species,Tax auth,Area,No Specimens,Notes,depth (fathoms),lat,long,Expedition if not challenger,WoRMS ID,WoRMS Taxa
1,30/12/1872,I,Summary,Asteroidea,,Hymenaster,membranaceus,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:124134,Echinodermata
2,30/12/1872,I,summary,Amphipoda,,Platamon,longimanus,,,,,,,,,urn:lsid:marinespecies.org:taxname:1329448,Arthropoda
3,30/12/1872,I,summary,Pelagic Fishes,,Argyropelecus,olfersii,Cuvier,,,,,,,,urn:lsid:marinespecies.org:taxname:274967,Chordata
4,30/12/1872,I,summary,,,Astropecten,sp.,,,,,,,,,urn:lsid:marinespecies.org:taxname:123245,Echinodermata
5,13/1/1873,II-IIa,summary,Tetractinellida,,Corallistes,bowerbanki,Johnson,,,,,,,,urn:lsid:marinespecies.org:taxname:171067,Porifera
6,13/1/1873,II-IIa,summary,Asteroidea,,Pararchaster,armatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123841,Echinodermata
7,13/1/1873,II-IIa,summary,Asteroidea,,Plutonaster,bifrons,,,,,,,,,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
8,15/1/1873,III,summary,Corals,,Flabellum,apertum,,,,,,,,,urn:lsid:marinespecies.org:taxname:346424,Cnidaria
9,16/1/1873,IV,summary,Tetractinellida,,Thenea,Schmidtii,,,,,,,,,urn:lsid:marinespecies.org:taxname:132019,Porifera
10,16/1/1873,IV,summary,Alcyonaria,,Strophogorgia,challengeri,,,,,,,,,urn:lsid:marinespecies.org:taxname:1457652,Cnidaria
11,16/1/1873,IV,summary,Pelagic Fishes,,Macrurus,aequalis,,,,,,,,,urn:lsid:marinespecies.org:taxname:319030,Chordata
12,16/1/1873,IV,summary,Corals,,Mopsea,,,,,,,,,,urn:lsid:marinespecies.org:taxname:173328,Cnidaria
13,16/1/1873,IV,summary,Actinian,,Astrogonium,longimanum,,,,,,,,,urn:lsid:marinespecies.org:taxname:816933,Echinodermata
14,28/1/1873,V,summary,Asteroidea,,Plutonaster,bifrons,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
15,28/1/1873,V,summary,Amphipoda,,Cystisoma,spinosum (Fabricus),,,,,,,,,urn:lsid:marinespecies.org:taxname:103247,Arthropoda
16,28/1/1873,V,summary,Pelagic Fishes,,Macrurus,sclerorhynchus,Valenciennes,,,,,,,,urn:lsid:marinespecies.org:taxname:301026,Chordata
17,28/1/1873,V,summary,Pelagic Fishes,,Bathytroctes,mictrolepis,,,,,,,,,urn:lsid:marinespecies.org:taxname:126693,Chordata
18,28/1/1873,V,summary,Pelagic Fishes,,Halosaurus,macrochir,,,,,,,,,urn:lsid:marinespecies.org:taxname:301675,Chordata
19,30/1/1873,VI,summary,Polyzoa,,Kinetoskias,cyathus,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:183226,Bryozoa
20,3/2/1873,VIIg-VIIj,summary,Anomura,,Eupagurus,exaecatus,Herbst,,,,,,,,urn:lsid:marinespecies.org:taxname:147466,Arthropoda
21,10/2/1873,VIIP,summary,Anomura,,Pagurus,calidus,Risso,,,,,,,,urn:lsid:marinespecies.org:taxname:412308,Arthropoda
22,10/2/1873,VIIP,summary,Anomura,,Spiropagurus,elegans,Miers,,,,,,,,urn:lsid:marinespecies.org:taxname:107242,Arthropoda
23,10/2/1873,VIIP,summary,Anomura,,Anapagurus,pusillus,,,,,,,,,urn:lsid:marinespecies.org:taxname:107221,Arthropoda
24,10/2/1873,VIIP,summary,Anomura,,Galathea,dispersa,Spence Bate,,,,,,,,urn:lsid:marinespecies.org:taxname:107148,Arthropoda
25,12/2/1873,VIII,summary,Tunicata,,Ciona,flemingi,,Canary Islands,,,75-78 Fathoms,,,,urn:lsid:marinespecies.org:taxname:252561,Chordata
26,18/2/1873,3,summary,Alcyonaria,,Anthomastus,canariensis,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:286012,Cnidaria
27,18/2/1873,3,summary,Alcyonaria,,Pleurocorallium,johnsoni,Gray,,,,,,,,urn:lsid:marinespecies.org:taxname:1311281,Cnidaria
28,18/2/1873,3,summary,Alcyonaria,,Acanella,arbuscula,Johnson,,,,,,,,urn:lsid:marinespecies.org:taxname:125371,Cnidaria
29,18/2/1873,3,summary,Corals,,Crypthelia,pudica,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:285794,Cnidaria
30,18/2/1873,3,summary,Corals,,Caryophyllia,berteriana,Duchassaing,,,,,,,,urn:lsid:marinespecies.org:taxname:286731,Cnidaria
31,18/2/1873,3,summary,Asteroidea,,Nymphaster,protentus,,,,,,,,,urn:lsid:marinespecies.org:taxname:124050,Echinodermata
32,18/2/1873,3,summary,Asteroidea,,Colpaster,scutigerula,,,,,,,,,urn:lsid:marinespecies.org:taxname:123685,Echinodermata
33,18/2/1873,3,summary,Polyzoa,,Bugula,leontodon,,,,,,,,,urn:lsid:marinespecies.org:taxname:724195,Bryozoa
34,4/3/1873,13,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,,urn:lsid:marinespecies.org:taxname:724210,Bryozoa
35,4/3/1873,13,summary,Polyzoa,,Bifaxaria,reticulata,,,,,,,,,urn:lsid:marinespecies.org:taxname:724284,Bryozoa
36,4/3/1873,13,summary,Polyzoa,,Salicornaria,magnifica,,,,,,,,,urn:lsid:marinespecies.org:taxname:724505,Bryozoa
37,4/3/1873,13,summary,Polyzoa,,Tessaradoma,boreale,busk,,,,,,,,urn:lsid:marinespecies.org:taxname:111578,Bryozoa
38,5/3/1873,14,summary,Polyzoa,,Farciminaria,delicatissima,,,,,,,,,urn:lsid:marinespecies.org:taxname:724210,Bryozoa
39,18/2/1873,3,summary,Amphipoda,,Phronimella,elongata,Claus,,,Surface,,,,,urn:lsid:marinespecies.org:taxname:236611,Arthropoda
40,4/3/1873,13,summary,Pelagic Fishes,,Leptocephalus,pellucidus,,,,surface,,,,,urn:lsid:marinespecies.org:taxname:314810,Chordata
41,14/3/1873,22,summary,Amphipoda,,Anchylomera,sp.,,,,surface,,,,,urn:lsid:marinespecies.org:taxname:236612,Arthropoda
42,14/3/1873,22,summary,Pelagic Fishes,,Xiphias,gladius,Linne,,,surface,,,,,urn:lsid:marinespecies.org:taxname:127094,Chordata
43,14/3/1873,22,summary,Pelagic Fishes,,Cubiceps,gracilis,Lowe,,,surface,,,,,urn:lsid:marinespecies.org:taxname:126990,Chordata
44,14/3/1873,22,summary,Pelagic Fishes,,Psenes,cyanophrys,C.V,,,surface,,,,,urn:lsid:marinespecies.org:taxname:159427,Chordata
45,14/3/1873,22,summary,Pelagic Fishes,,Antennarius,marmoratus,Gunther,,,surface,,,,,urn:lsid:marinespecies.org:taxname:125790,Chordata
46,14/3/1873,22,summary,Pelagic Fishes,,Scopelus,coccoi,cocco,,,surface,,,,,urn:lsid:marinespecies.org:taxname:321320,Chordata
47,14/3/1873,22,summary,Pelagic Fishes,,Fundulus,nigrofasciatus,Lesueur,,,surface,,,,,urn:lsid:marinespecies.org:taxname:308871,Chordata
48,14/3/1873,22,summary,Pelagic Fishes,,Hemorhamphis,sp.,,,,surface,,,,,,
49,14/3/1873,22,summary,Pelagic Fishes,,Muraena,sp.,,,,surface,,,,,urn:lsid:marinespecies.org:taxname:125637,Chordata
50,14/3/1873,22,summary,Pelagic Fishes,,Tetrodon,sp.,,,,surface,,,,,urn:lsid:marinespecies.org:taxname:297923,Chordata
51,15/3/1873,23 - 23b,summary,Alcyonaria,,Clavularia,tubaria,,,,,,,,,urn:lsid:marinespecies.org:taxname:428616,Cnidaria
52,15/3/1873,23 - 23b,summary,Alcyonaria,,Acanella,eburnea,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:286299,Cnidaria
53,15/3/1873,23 - 23b,summary,Alcyonaria,,Primnoella,distans,Studer,,,,,,,,urn:lsid:marinespecies.org:taxname:173489,Cnidaria
54,15/3/1873,23 - 23b,summary,Alcyonaria,,Juncella,Barbadensis,Duchassaing and Michelotti,,,,,,,,,
55,15/3/1873,23 - 23b,summary,Corals,,Plioborhrus,symmetricus,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:117962,Cnidaria
56,15/3/1873,23 - 23b,summary,Corals,,Stenohelia,profunda,,,,,,,,,urn:lsid:marinespecies.org:taxname:285842,Cnidaria
57,15/3/1873,23 - 23b,summary,Corals,,Lophohelia,prolifera,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:509346,Cnidaria
58,15/3/1873,23 - 23b,summary,Anomura,,Munida,sp.,,,,,,,,,urn:lsid:marinespecies.org:taxname:106835,Arthropoda
59,15/3/1873,23 - 23b,summary,Anomura,,Munidopsis,sigbei,M. Edwards,,,,,,,,urn:lsid:marinespecies.org:taxname:392607,Arthropoda
60,15/3/1873,23 - 23b,summary,Anomura,,Elasmonotus,armatus,M. Edwards,,,,,,,,urn:lsid:marinespecies.org:taxname:392922,Arthropoda
61,15/3/1873,23 - 23b,summary,Anomura,,Uroptychus,nitidus,M. Edwards,,,,,,,,urn:lsid:marinespecies.org:taxname:148418,Arthropoda
62,15/3/1873,23 - 23b,summary,Polyzoa,,Pasythea,eburnea,Smitt,,,,,,,,urn:lsid:marinespecies.org:taxname:468742,Bryozoa
63,15/3/1873,23 - 23b,summary,Polyzoa,,Brettia,cornigera,,,,,,,,,urn:lsid:marinespecies.org:taxname:471054,Bryozoa
64,15/3/1873,23 - 23b,summary,Polyzoa,,Bugula,veriscolor,,,,,,,,,urn:lsid:marinespecies.org:taxname:110839,Bryozoa
65,15/3/1873,23 - 23b,summary,Polyzoa,,Farciminaria,atlantica,,,,,,,,,urn:lsid:marinespecies.org:taxname:724183,Bryozoa
66,15/3/1873,23 - 23b,summary,Polyzoa,,Tessaradoma,boreale,Busk,,,,,,,,urn:lsid:marinespecies.org:taxname:111578,Bryozoa
67,15/3/1873,23 - 23b,summary,Polyzoa,,Porina,proboscidea,Waters,,,,,,,,urn:lsid:marinespecies.org:taxname:1420629,Bryozoa
68,15/3/1873,23 - 23b,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,,urn:lsid:marinespecies.org:taxname:306642,Chordata
69,15/3/1873,23 - 23b,summary,Pelagic Fishes,,Stomias,affinis,,,,,,,,,urn:lsid:marinespecies.org:taxname:158736,Chordata
70,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Echeneis,remora,Linne,,,Surface,,,,,urn:lsid:marinespecies.org:taxname:302866,Chordata
71,24/3/1873,23 - 23b,summary,Reef Corals,,Oculina,diffusa,Lamark,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:287097,Cnidaria
72,24/3/1873,23 - 23b,summary,Reef Corals,,Cladocora,arbuscula,Lesueur,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:286778,Cnidaria
73,24/3/1873,23 - 23b,summary,Reef Corals,,Pectinia,Profunda,Dana,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:205685,Cnidaria
74,24/3/1873,23 - 23b,summary,Reef Corals,,Isophyllia,aspera,Duchassaing and Michelotti,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:873670,Cnidaria
75,24/3/1873,23 - 23b,summary,Reef Corals,,Manicina,areolata,Linne,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:290327,Cnidaria
76,24/3/1873,23 - 23b,summary,Reef Corals,,Agaricia,fragilis,Dana,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:287912,Cnidaria
77,24/3/1873,23 - 23b,summary,Reef Corals,,Madrepora,palmata,Lamark,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:1417167,Cnidaria
78,24/3/1873,23 - 23b,summary,Reef Corals,,Madrepora,prolifera,Lamark,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:509343,Cnidaria
79,24/3/1873,23 - 23b,summary,Reef Corals,,Madrepora,cervicornis,Lamark,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:738916,Cnidaria
80,24/3/1873,23 - 23b,summary,Reef Corals,,Agaricia,frondosa,Duchassaing,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:1370924,Cnidaria
81,24/3/1873,23 - 23b,summary,Reef Corals,,Porites,astraeoides,Lamark,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:1292928,Cnidaria
82,24/3/1873,23 - 23b,summary,Reef Corals,,Millepora,alcicornis,Linne,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:210726,Cnidaria
83,24/3/1873,23 - 23b,summary,Reef Corals,,Millepora,Carthaginiensis,Duchassaing and Michelotti,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:205902,Cnidaria
84,24/3/1873,23 - 23b,summary,Anomura,,Hypoconcha,sabulosa,Herbst,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:595580,Arthropoda
85,24/3/1873,23 - 23b,summary,Anomura,,Porcellana,sayana,Leach,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:421879,Arthropoda
86,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Serranus,apua,BL,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:126070,Chordata
87,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Mesoprion,chrysurus,BL,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:319251,Chordata
88,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Pomacanthus,para,BL,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:276025,Chordata
89,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Scorpaena,plumieri,BL,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:159564,Chordata
90,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Holocentrum,longipinne,C.V,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:318521,Chordata
91,24/3/1873,23 - 23b,summary,Pelagic Fishes,,Echeneis,naucrates,Linne,St. Thomas,,shallow,,,,,urn:lsid:marinespecies.org:taxname:126848,Chordata
92,25/3/1873,24,summary,Tetractinellida,,Craniella,schmidtii,,,,,,,,,urn:lsid:marinespecies.org:taxname:171349,Porifera
93,25/3/1873,24,summary,Tetractinellida,,Thenea,schmidtii,,,,,,,,,urn:lsid:marinespecies.org:taxname:1463287,Porifera
94,25/3/1873,24,summary,Corals,,Cryptohelia,pudica,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:1451340,Cnidaria
95,25/3/1873,24,summary,Corals,,Caryophyllia,paucipalata,,,,,,,,,urn:lsid:marinespecies.org:taxname:286755,Cnidaria
96,25/3/1873,24,summary,Corals,,Deliocyathus,italieus,M. Edwards and Haime,,,,,,,,,
97,25/3/1873,24,summary,Corals,,Odontocyathus,coronatus,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:1451328,Cnidaria
98,25/3/1873,24,summary,Corals,,Desmophyllum,cailleti,Duchassaing and Michelotti,,,,,,,,urn:lsid:marinespecies.org:taxname:509750,Cnidaria
99,25/3/1873,24,summary,Corals,,Lophohelia,prolifera,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:509346,Cnidaria
100,25/3/1873,24,summary,Corals,,Bathyactis,symmetrica,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:1289132,Cnidaria
101,25/3/1873,24,summary,Crinoidea,,Rhizocrinus,lofotensis,Sars,,,,,,,,urn:lsid:marinespecies.org:taxname:124188,Echinodermata
102,25/3/1873,24,summary,Asteroidea,,Brisinga,cricophora,,,,,,,,,urn:lsid:marinespecies.org:taxname:178256,Echinodermata
103,25/3/1873,24,summary,Amphipoda,,Syrrhoe,papyracea,,,,,,,,,urn:lsid:marinespecies.org:taxname:555567,Arthropoda
104,25/3/1873,24,summary,Amphipoda,,Ampelisca,abyssicola,,,,,,,,,urn:lsid:marinespecies.org:taxname:101882,Arthropoda
105,25/3/1873,24,summary,Anomura,,Porcellana,robertsoni,,,,,,,,,urn:lsid:marinespecies.org:taxname:493246,Arthropoda
106,25/3/1873,24,summary,Anomura,,Munida,microphthalma,M. Edwards,,,,,,,,urn:lsid:marinespecies.org:taxname:107158,Arthropoda
107,25/3/1873,24,summary,Anomura,,Elasmonotus,armatus,M. Edwards,,,,,,,,urn:lsid:marinespecies.org:taxname:392922,Arthropoda
108,25/3/1873,24,summary,Anomura,,Uroptychus,nitidus,M. Edwards,,,,,,,,urn:lsid:marinespecies.org:taxname:148418,Arthropoda
109,25/3/1873,24,summary,Polyzoa,,Pasythea,eburnea,Smitt,,,,,,,,urn:lsid:marinespecies.org:taxname:468742,Bryozoa
110,25/3/1873,24,summary,Polyzoa,,Farciminaria,atlantica,,,,,,,,,urn:lsid:marinespecies.org:taxname:724183,Bryozoa
111,1/4/1873,30,summary,Pelagic Fishes,,Psenes,cyanophrys,C.V,,,Surface,,,,,urn:lsid:marinespecies.org:taxname:159427,Chordata
112,1/4/1873,30,summary,Pelagic Fishes,,Antennarius,marmoratus,Gunther,,,Surface,,,,,urn:lsid:marinespecies.org:taxname:125790,Chordata
113,1/4/1873,30,summary,Pelagic Fishes,,Exocoetus,spilurus,Gunther,,,Surface,,,,,urn:lsid:marinespecies.org:taxname:300213,Chordata
114,1/4/1873,30,summary,Pelagic Fishes,,Exocoetus,affinis,Gunther,,,Surface,,,,,urn:lsid:marinespecies.org:taxname:300140,Chordata
115,1/4/1873,30,summary,Pelagic Fishes,,Syngnathus,pelagicus,Osbeck,,,Surface,,,,,urn:lsid:marinespecies.org:taxname:367332,Chordata
116,23/4/1873,36,summary,Corals,,Madracis,asperula,M. Edwards and Haime,,,,,,,,urn:lsid:marinespecies.org:taxname:135211,Cnidaria
117,23/4/1873,36,summary,Corals,,Bathyactis,Symmetrica,Pourtales,,,,,,,,urn:lsid:marinespecies.org:taxname:510037,Cnidaria
118,23/4/1873,36,summary,Asteroidea,,Chaetaster,longipes,Sars,,,,,,,,urn:lsid:marinespecies.org:taxname:124004,Echinodermata
119,23/4/1873,36,summary,Polyzoa,,Etea,anguina,Linne,,,,,,,,,
120,23/4/1873,36,summary,Polyzoa,,Bugula,neritina,Linne,,,,,,,,urn:lsid:marinespecies.org:taxname:111158,Bryozoa
121,23/4/1873,36,summary,Polyzoa,,Crisia,denticulata,Lamarck,,,,,,,,urn:lsid:marinespecies.org:taxname:111695,Bryozoa
122,23/4/1873,36,summary,Polyzoa,,Amathia,Lengigera,Linne,,,,,,,,urn:lsid:marinespecies.org:taxname:111022,Bryozoa
123,28/4/1873,40,summary,Pelagic Fishes,,Nealotus,tripes,Johnson,,,,,,,,urn:lsid:marinespecies.org:taxname:126864,Chordata
124,28/4/1873,40,summary,Pelagic Fishes,,Gonostoma,microdon,,,,,,,,,urn:lsid:marinespecies.org:taxname:306642,Chordata
125,2/5/1873,44,summary,Asteroidea,,Pararchaster,semisquamatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:380841,Echinodermata
126,2/5/1873,44,summary,Asteroidea,,Pontaster,forcupatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123846,Echinodermata
127,2/5/1873,44,summary,Asteroidea,,Dyaster,exilis,,,,,,,,,urn:lsid:marinespecies.org:taxname:123887,Echinodermata
128,2/5/1873,44,summary,Asteroidea,,Dyaster,madreporifer,,,,,,,,,urn:lsid:marinespecies.org:taxname:123890,Echinodermata
129,2/5/1873,44,summary,Asteroidea,,Plutonaster,rigidus,,,,,,,,,urn:lsid:marinespecies.org:taxname:380665,Echinodermata
130,2/5/1873,44,summary,Asteroidea,,Phoxaster,pumilus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123902,Echinodermata
131,2/5/1873,44,summary,Polyzoa,,Canda,simplex,,,,,,,,,urn:lsid:marinespecies.org:taxname:471540,Bryozoa
132,2/5/1873,44,summary,Tunicata,,Culeolus,perlatus,Willemoes-Suhm,,,,,,,,urn:lsid:marinespecies.org:taxname:252668,Chordata
133,3/5/1873,45,summary,Corals,,Caryophyllia,communis,Seguenza,,,,,,,,urn:lsid:marinespecies.org:taxname:1290125,Cnidaria
134,3/5/1873,45,summary,Asteroidea,,Pararchaster,semisquamatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:380841,Echinodermata
135,3/5/1873,45,summary,Asteroidea,,Pontaster,forcipatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123846,Echinodermata
136,3/5/1873,45,summary,Asteroidea,,Dytaster,madreporifer,,,,,,,,,urn:lsid:marinespecies.org:taxname:123890,Echinodermata
137,3/5/1873,45,summary,Asteroidea,,Plutonaster,rigidus,,,,,,,,,urn:lsid:marinespecies.org:taxname:380665,Echinodermata
138,3/5/1873,45,summary,Asteroidea,,Porcellanaster,caeruleus,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:123935,Echinodermata
139,3/5/1873,45,summary,Asteroidea,,Phoxaster,pumilus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123902,Echinodermata
140,6/5/1873,46,summary,Actiniaria,,Stephanactis,abyssicola,Mosely,,,,,,,,urn:lsid:marinespecies.org:taxname:854771,Cnidaria
141,6/5/1873,46,summary,Asteroidea,,Pararchaster,armatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123841,Echinodermata
142,6/5/1873,46,summary,Asteroidea,,Pontaster,forcipatus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123846,Echinodermata
143,6/5/1873,46,summary,Asteroidea,,Plutonaster,rigidus,,,,,,,,,urn:lsid:marinespecies.org:taxname:380665,Echinodermata
144,6/5/1873,46,summary,Asteroidea,,Porcellanaster,caeruleus,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:123935,Echinodermata
145,6/5/1873,46,summary,Asteroidea,,Leptocephalus,arcticus,Sars,,,,,,,,urn:lsid:marinespecies.org:taxname:843624,Chordata
146,6/5/1873,46,summary,Asteroidea,,Phoxaster,pumilus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123902,Echinodermata
147,6/5/1873,46,summary,Asteroidea,,Zoroaster,fulgens,Wyville Thomson,,,,,,,,urn:lsid:marinespecies.org:taxname:123826,Echinodermata
148,6/5/1873,46,summary,Asteroidea,,Cribrella,oculata,Sars,,,,,,,,urn:lsid:marinespecies.org:taxname:123954,Echinodermata
149,6/5/1873,46,summary,Asteroidea,,Brisinga,verticillata,,,,,,,,,urn:lsid:marinespecies.org:taxname:381949,Echinodermata
150,6/5/1873,46,summary,Asteroidea,,Freyella,bracteata,,,,,,,,,urn:lsid:marinespecies.org:taxname:123691,Echinodermata
151,6/5/1873,46,summary,Amphipoda,,Euthemista,bispoinosa,Boeck,,,,,,,,,
152,7/5/1873,47,summary,Asteroidea,,Plutonaster,bifrons,,,,,,,,,urn:lsid:marinespecies.org:taxname:123904,Echinodermata
153,7/5/1873,47,summary,Asteroidea,,Plutonaster,rigidus,,,,,,,,,urn:lsid:marinespecies.org:taxname:380665,Echinodermata
154,7/5/1873,47,summary,Asteroidea,,Porcellonaster,caeruleus,,,,,,,,,,
155,7/5/1873,47,summary,Asteroidea,,Freyella,bracteata,,,,,,,,,urn:lsid:marinespecies.org:taxname:123691,Echinodermata
156,8/5/1873,48,summary,Crinoidea,,Antedon,eschrichti,Muller,,,,,,,,urn:lsid:marinespecies.org:taxname:341134,Echinodermata
157,8/5/1873,48,summary,Crinoidea,,Antedon,quadrata,,,,,,,,,urn:lsid:marinespecies.org:taxname:124213,Echinodermata
158,8/5/1873,48,summary,Asteroidea,,Crossaster,papposus,Linck,,,,,,,,urn:lsid:marinespecies.org:taxname:124154,Echinodermata
159,8/5/1873,48,summary,Asteroidea,,Solaster,endeca,Retzius,,,,,,,,urn:lsid:marinespecies.org:taxname:124160,Echinodermata
160,8/5/1873,48,summary,Asteroidea,,Cribrella,oculata,Linck,,,,,,,,urn:lsid:marinespecies.org:taxname:123954,Echinodermata
161,8/5/1873,48,summary,Polyzoa,,Eschara,elegantula,d'Orbigny,,,,,,,,urn:lsid:marinespecies.org:taxname:153747,Bryozoa
162,8/5/1873,48,summary,Polyzoa,,Cellepora,canaliculata,,,,,,,,,urn:lsid:marinespecies.org:taxname:423259,Bryozoa
163,8/5/1873,48,summary,Tunicata,,Boltenia,elegans,,,,,,,,,urn:lsid:marinespecies.org:taxname:252248,Chordata
164,8/5/1873,48,summary,Tunicata,,Aplidium,despectum,,,,,,,,,urn:lsid:marinespecies.org:taxname:251953,Chordata
165,20/5/1873,49,summary,Keretosa,,Psammopemma,densum,Marshall,,,,,,,,urn:lsid:marinespecies.org:taxname:193127,Porifera
166,20/5/1873,49,summary,Actiniaria,,Epizoanthus,cancrisocius,Studer,,,,,,,,urn:lsid:marinespecies.org:taxname:157969,Cnidaria
167,20/5/1873,49,summary,Asteroidea,,Pontaster,hebitus,,,,,,,,,urn:lsid:marinespecies.org:taxname:123847,Echinodermata
168,20/5/1873,49,summary,Asteroidea,,Pseudarchaster,intermedius,,,,,,,,,urn:lsid:marinespecies.org:taxname:124083,Echinodermata
169,20/5/1873,49,summary,Asteroidea,,Leptoptychaster,arcticus,Sars,,,,,,,,urn:lsid:marinespecies.org:taxname:380604,Echinodermata
170,20/5/1873,49,summary,Asteroidea,,Pentagonaster,granularis,Retzius,,,,,,,,urn:lsid:marinespecies.org:taxname:377939,Echinodermata
171,20/5/1873,49,summary,Asteroidea,,Hippasteria,plana,Linck,,,,,,,,urn:lsid:marinespecies.org:taxname:124044,Echinodermata
172,20/5/1873,49,summary,Asteroidea,,Stichaster,albulus,Stimpson,,,,,,,,urn:lsid:marinespecies.org:taxname:379033,Echinodermata
173,20/5/1873,49,summary,Asteroidea,,Pteraster,militaris,Muller and Troschel,,,,,,,,urn:lsid:marinespecies.org:taxname:124147,Echinodermata
174,20/5/1873,49,summary,Asteroidea,,Cribella,oculata,Linck,,,,,,,,urn:lsid:marinespecies.org:taxname:123954,Echinodermata
175,20/5/1873,49,summary,Asteroidea,,Asterias(leptasterias),compta,Stimpson,,,,,,,,urn:lsid:marinespecies.org:taxname:379143,Echinodermata
176,20/5/1873,49,summary,Amphipoda,,Stegocephalus,inflatus,Kroyer,,,,,,,,urn:lsid:marinespecies.org:taxname:103105,Arthropoda
177,20/5/1873,49,summary,Amphipoda,,Ediceros,lynceus,Sars,,,,,,,,,
178,20/5/1873,49,summary,Amphipoda,,Pleustes,Panopla,Kroyer,,,,,,,,urn:lsid:marinespecies.org:taxname:101730,Arthropoda
179,20/5/1873,49,summary,Amphipoda,,Epimera,Loricata,Sars,,,,,,,,,
180,20/5/1873,49,summary,Amphipoda,,Halirages,fulvocinctus,Sars,,,,,,,,urn:lsid:marinespecies.org:taxname:158096,Arthropoda
181,20/5/1873,49,summary,Amphipoda,,Rhachotropis,aculeatus,Lepechin,,,,,,,,urn:lsid:marinespecies.org:taxname:102224,Arthropoda
182,20/5/1873,49,summary,Amphipoda,,Pardalisca,abyssi,Boeck,,,,,,,,urn:lsid:marinespecies.org:taxname:102945,Arthropoda
183,20/5/1873,49,summary,Amphipoda,,Uncoila,irrorata,Say,,,,,,,,,
184,20/5/1873,49,summary,Anomura,,Eupagurus,pubescens,Kroyer,,,,,,,,urn:lsid:marinespecies.org:taxname:249681,Arthropoda
185,20/5/1873,49,summary,Polyzoa,,Palmicellaria,skenei,Ellis and Solander,,,,,,,,urn:lsid:marinespecies.org:taxname:153781,Bryozoa
186,20/5/1873,49,summary,Polyzoa,,Flustra,separata,,,,,,,,,urn:lsid:marinespecies.org:taxname:469793,Bryozoa
